ID,Source_Form_ID,Target_Form_ID,Comment,Subset,Example_ID
015014-fghoo-feeghoo-bnecessitynegative,015014-fghoo-feeghoo-bnecessitynegative-s,015014-fghoo-feeghoo-bnecessitynegative-t,(inspect < weaken + look at),othersources,015014-fghoo-feeghoo-bnecessitynegative
015016-bakun-bakun-succeednegative,015016-bakun-bakun-succeednegative-s,015016-bakun-bakun-succeednegative-t,,othersources,015016-bakun-bakun-succeednegative
015021-zemi-zemi-absolutequantitative,015021-zemi-zemi-absolutequantitative-s,015021-zemi-zemi-absolutequantitative-t,,othersources,015021-zemi-zemi-absolutequantitative
015009-gn-gn-inclinative,015009-gn-gn-inclinative-s,015009-gn-gn-inclinative-t,,othersources,015009-gn-gn-inclinative
015010-khuan-khuan-pensilative,015010-khuan-khuan-pensilative-s,015010-khuan-khuan-pensilative-t,,othersources,015010-khuan-khuan-pensilative
015013-gbe-gbe-excessive,015013-gbe-gbe-excessive-s,015013-gbe-gbe-excessive-t,,othersources,015013-gbe-gbe-excessive
015018-deob-dob-intensifier,015018-deob-dob-intensifier-s,015018-deob-dob-intensifier-t,,othersources,015018-deob-dob-intensifier
015026-kpa-kpa-same,015026-kpa-kpa-same-s,015026-kpa-kpa-same-t,,30sources,015026-kpa-kpa-same
015001-egbe-egbe-reciprocalpronoun,015001-egbe-egbe-reciprocalpronoun-s,015001-egbe-egbe-reciprocalpronoun-t,,30sources,015001-egbe-egbe-reciprocalpronoun
015023-u-u-proverb,015023-u-u-proverb-s,015023-u-u-proverb-t,,30sources,015023-u-u-proverb
015028-emi-emi-indefinitepronoun,015028-emi-emi-indefinitepronoun-s,015028-emi-emi-indefinitepronoun-t,,30sources,015028-emi-emi-indefinitepronoun
015005-oti-oti-down,015005-oti-oti-down-s,015005-oti-oti-down-t,,othersources,015005-oti-oti-down
015011-baa-baa-adhesive,015011-baa-baa-adhesive-s,015011-baa-baa-adhesive-t,,othersources,015011-baa-baa-adhesive
015015-re-re-venitive,015015-re-re-venitive-s,015015-re-re-venitive-t,,30sources,015015-re-re-venitive
015017-so-so-spatialterminative,015017-so-so-spatialterminative-s,015017-so-so-spatialterminative-t,,othersources,015017-so-so-spatialterminative
015024-uhunmi-uhunmi-uppermostposition,015024-uhunmi-uhunmi-uppermostposition-s,015024-uhunmi-uhunmi-uppermostposition-t,,30sources,015024-uhunmi-uhunmi-uppermostposition
015004-kin-kin-inspatial,015004-kin-kin-inspatial-s,015004-kin-kin-inspatial-t,,othersources,015004-kin-kin-inspatial
015007-ye-ye-allative,015007-ye-ye-allative-s,015007-ye-ye-allative-t,,30sources,015007-ye-ye-allative
015012-ze-ze-inspatial,015012-ze-ze-inspatial-s,015012-ze-ze-inspatial-t,,othersources,015012-ze-ze-inspatial
015002-egbe-egbe-reflexive,015002-egbe-egbe-reflexive-s,015002-egbe-egbe-reflexive-t,,30sources,015002-egbe-egbe-reflexive
015020-gba-gba-adverbializer,015020-gba-gba-adverbializer-s,015020-gba-gba-adverbializer-t,,othersources,015020-gba-gba-adverbializer
013019-kaasa-ga-comitative,013019-kaasa-ga-comitative-s,013019-kaasa-ga-comitative-t,,othersources,013019-kaasa-ga-comitative
013015-vat-vat-evidential,013015-vat-vat-evidential-s,013015-vat-vat-evidential-t,,othersources,013015-vat-vat-evidential
009002-bi-wubu-agreement,009002-bi-wubu-agreement-s,009002-bi-wubu-agreement-t,personal pronouns in Tungusic reconstructed after Benzing (1955: 1056),othersources,009002-bi-wubu-agreement
009022-bi-m-agreement,009022-bi-m-agreement-s,009022-bi-m-agreement-t,evolution of many forms in the person paradigm (heteroclitic according Benzing 1955: 1079–1080) is more complex and controversial; other forms are not represented here for that reason.,othersources,009022-bi-m-agreement
009016-di-d-progressive,009016-di-d-progressive-s,009016-di-d-progressive-t,,30sources,009016-di-d-progressive
009001-doo-du-recipientcase,009001-doo-du-recipientcase-s,009001-doo-du-recipientcase-t,,othersources,009001-doo-du-recipientcase
009010-gi-gili-comitative,009010-gi-gili-comitative-s,009010-gi-gili-comitative-t,,othersources,009010-gi-gili-comitative
009012-ga-ga-designativecase,009012-ga-ga-designativecase-s,009012-ga-ga-designativecase-t,,30sources,009012-ga-ga-designativecase
009015-wgun-wkan-causative,009015-wgun-wkan-causative-s,009015-wgun-wkan-causative-t,source meaning not totally clear,30sources,009015-wgun-wkan-causative
009013-duug-ndu-classifier,009013-duug-ndu-classifier-s,009013-duug-ndu-classifier-t,,30sources,009013-duug-ndu-classifier
009018-kic-sci-desiderativemood,009018-kic-sci-desiderativemood-s,009018-kic-sci-desiderativemood-t,,30sources,009018-kic-sci-desiderativemood
009021-da-da-imperative,009021-da-da-imperative-s,009021-da-da-imperative-t,,othersources,009021-da-da-imperative
009005-ba-ba-bnecessitynegative,009005-ba-ba-bnecessitynegative-s,009005-ba-ba-bnecessitynegative-t,,othersources,009005-ba-ba-bnecessitynegative
009008-l-l-plural,009008-l-l-plural-s,009008-l-l-plural-t,,othersources,009008-l-l-plural
009019-ka-ka-preventive,009019-ka-ka-preventive-s,009019-ka-ka-preventive-t,,30sources,009019-ka-ka-preventive
009014-ugan-noan-personalpronoun,009014-ugan-noan-personalpronoun-s,009014-ugan-noan-personalpronoun-t,source somewhat uncertain,30sources,009014-ugan-noan-personalpronoun
009004-ngene-ne-venitive,009004-ngene-ne-venitive-s,009004-ngene-ne-venitive-t,,othersources,009004-ngene-ne-venitive
009011-la-la-locative,009011-la-la-locative-s,009011-la-la-locative-t,,30sources,009011-la-la-locative
009023-di-di-future,009023-di-di-future-s,009023-di-di-future-t,,30sources,009023-di-di-future
009003-bu-wm-passive,009003-bu-wm-passive-s,009003-bu-wm-passive-t,,othersources,009003-bu-wm-passive
009007-soo-soo-attenuativeaspect,009007-soo-soo-attenuativeaspect-s,009007-soo-soo-attenuativeaspect-t,,othersources,009007-soo-soo-attenuativeaspect
013005-mpa-mpa-comparativecase,013005-mpa-mpa-comparativecase-s,013005-mpa-mpa-comparativecase-t,,othersources,013005-mpa-mpa-comparativecase
013022-saxikka-saakka-untilcaseconjunction,013022-saxikka-saakka-untilcaseconjunction-s,013022-saxikka-saakka-untilcaseconjunction-t,Adverbializer -kka most probably derives from a combination of the adverbial lative *-k and a particle -ka.,othersources,013022-saxikka-saakka-untilcaseconjunction
013007-i-i-conditionalconjunction,013007-i-i-conditionalconjunction-s,013007-i-i-conditionalconjunction-t,,30sources,013007-i-i-conditionalconjunction
013027-vkti-yksi-indefinite,013027-vkti-yksi-indefinite-s,013027-vkti-yksi-indefinite-t,,30sources,013027-vkti-yksi-indefinite
013011-k--imperative,013011-k--imperative-s,013011-k--imperative-t,,othersources,013011-k--imperative
013024-lexi-lie-epossibility,013024-lexi-lie-epossibility-s,013024-lexi-lie-epossibility-t,,30sources,013024-lexi-lie-epossibility
013026-kv-ko-squestion,013026-kv-ko-squestion-s,013026-kv-ko-squestion-t,,30sources,013026-kv-ko-squestion
013028-sisa-ssa-inspatial,013028-sisa-ssa-inspatial-s,013028-sisa-ssa-inspatial-t,,30sources,013028-sisa-ssa-inspatial
013002-tatta-tatta-verbalizer,013002-tatta-tatta-verbalizer-s,013002-tatta-tatta-verbalizer-t,,othersources,013002-tatta-tatta-verbalizer
013003-ta-aa-infinitive,013003-ta-aa-infinitive-s,013003-ta-aa-infinitive-t,,othersources,013003-ta-aa-infinitive
013004-ki-ke-adjectivizer,013004-ki-ke-adjectivizer-s,013004-ki-ke-adjectivizer-t,,othersources,013004-ki-ke-adjectivizer
021039-allons-allons-hortative,021039-allons-allons-hortative-s,021039-allons-allons-hortative-t,,30sources,021039-allons-allons-hortative
021042-homo-on-indefinitepronoun,021042-homo-on-indefinitepronoun-s,021042-homo-on-indefinitepronoun-t,,30sources,021042-homo-on-indefinitepronoun
017009-lag-lel-ergative,017009-lag-lel-ergative-s,017009-lag-lel-ergative-t,"dialectal variation: la (Garhwali), lai (Kumaoni). le/lai in old Kumaoni also marks ACCUSATIVE",othersources,017009-lag-lel-ergative
017040-bal-bal-quotative,017040-bal-bal-quotative-s,017040-bal-bal-quotative-t,"Also expresses mirativity; dialectal variations: in Kumaoni, bal expresses hearsay and kah (< say.CONV) expresses mirativity; languages also: Kumaoni, Southern Hindi",othersources,017040-bal-bal-quotative
017011-vrt-batibat-ablativespatial,017011-vrt-batibat-ablativespatial-s,017011-vrt-batibat-ablativespatial-t,"languages: Northern Hindi (Garhwali, Kumaoni)",othersources,017011-vrt-batibat-ablativespatial
004007-zu-zu-purposeconjunction,004007-zu-zu-purposeconjunction-s,004007-zu-zu-purposeconjunction-t,Example from Old High German,othersources,004007-zu-zu-purposeconjunction
004009-das-dass-complementizer,004009-das-dass-complementizer-s,004009-das-dass-complementizer-t,,30sources,004009-das-dass-complementizer
004012-wo-wo-subordinator,004012-wo-wo-subordinator-s,004012-wo-wo-subordinator-t,,othersources,004012-wo-wo-subordinator
004002-der-der-definite,004002-der-der-definite-s,004002-der-der-definite-t,,30sources,004002-der-der-definite
004018-eins-ein-indefinite,004018-eins-ein-indefinite-s,004018-eins-ein-indefinite-t,,30sources,004018-eins-ein-indefinite
004006-wurde-wurde-subjunctive,004006-wurde-wurde-subjunctive-s,004006-wurde-wurde-subjunctive-t,,othersources,004006-wurde-wurde-subjunctive
004013-doch-doch-modalsharedknowledge,004013-doch-doch-modalsharedknowledge-s,004013-doch-doch-modalsharedknowledge-t,,othersources,004013-doch-doch-modalsharedknowledge
004015-kriegen-kriegen-succeed,004015-kriegen-kriegen-succeed-s,004015-kriegen-kriegen-succeed-t,,30sources,004015-kriegen-kriegen-succeed
004016-mann-mann-exclamation,004016-mann-mann-exclamation-s,004016-mann-mann-exclamation-t,,30sources,004016-mann-mann-exclamation
004001-von-von-apossessive,004001-von-von-apossessive-s,004001-von-von-apossessive-t,,othersources,004001-von-von-apossessive
004017-mann-man-indefinitepronoun,004017-mann-man-indefinitepronoun-s,004017-mann-man-indefinitepronoun-t,,30sources,004017-mann-man-indefinitepronoun
004019-eins-einer-indefinitepronoun,004019-eins-einer-indefinitepronoun-s,004019-eins-einer-indefinitepronoun-t,,30sources,004019-eins-einer-indefinitepronoun
004020-sie-sie-honorific,004020-sie-sie-honorific-s,004020-sie-sie-honorific-t,,othersources,004020-sie-sie-honorific
004010-welcher-welcher-relativizer,004010-welcher-welcher-relativizer-s,004010-welcher-welcher-relativizer-t,,othersources,004010-welcher-welcher-relativizer
004011-der-der-relativizer,004011-der-der-relativizer-s,004011-der-der-relativizer-t,,30sources,004011-der-der-relativizer
004004-gethaben-gethaben-past,004004-gethaben-gethaben-past-s,004004-gethaben-gethaben-past-t,,othersources,004004-gethaben-gethaben-past
004005-werden-werden-future,004005-werden-werden-future-s,004005-werden-werden-future-t,,othersources,004005-werden-werden-future
004003-getwerden-getwerden-passive,004003-getwerden-getwerden-passive-s,004003-getwerden-getwerden-passive-t,,othersources,004003-getwerden-getwerden-passive
004014-bekommen-bekommen-passive,004014-bekommen-bekommen-passive-s,004014-bekommen-bekommen-passive-t,,30sources,004014-bekommen-bekommen-passive
004021-sich-sich-anticausative,004021-sich-sich-anticausative-s,004021-sich-sich-anticausative-t,,othersources,004021-sich-sich-anticausative
004008-zu-zu-infinitive,004008-zu-zu-infinitive-s,004008-zu-zu-infinitive-t,,othersources,004008-zu-zu-infinitive
010011-ma-mwen-personalpronoun,010011-ma-mwen-personalpronoun-s,010011-ma-mwen-personalpronoun-t,"Serge Colot, Ralph Ludwig. 2013. Guadeloupean Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010011-ma-mwen-personalpronoun
010004-outro-utru-indefinite,010004-outro-utru-indefinite-s,010004-outro-utru-indefinite-t,"Incanha Intumbo, Liliana Inverno, John Holm. 2013. Guinea-Bissau Kriyol structure dataset. In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)Atlas of Pidgin and Creole Language Structures Online.",othersources,010004-outro-utru-indefinite
010032-compagnon-kompannyen-reciprocalpronoun,010032-compagnon-kompannyen-reciprocalpronoun-s,010032-compagnon-kompannyen-reciprocalpronoun-t,"< compagnon (French); Stefan Pfänder. 2013. Guyanais structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010032-compagnon-kompannyen-reciprocalpronoun
010024-etreapres-ap-progressive,010024-etreapres-ap-progressive-s,010024-etreapres-ap-progressive-t,"< etre après (French), Target Meaning also: IMPERFECTIVE; INACC= inaccompli; Dominique Fattier. 2013. Haitian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010024-etreapres-ap-progressive
010027-connaitre-konn-habitual,010027-connaitre-konn-habitual-s,010027-connaitre-konn-habitual-t,"< connaitre (French); Dominique Fattier. 2013. Haitian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010027-connaitre-konn-habitual
010002-la-la-definite,010002-la-la-definite-s,010002-la-la-definite-t,"INACC= inaccompli; Dominique Fattier. 2013. Haitian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010002-la-la-definite
010040-eux-yo-plural,010040-eux-yo-plural-s,010040-eux-yo-plural-t,"< eux (French); Dominique Fattier. 2013. Haitian Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010040-eux-yo-plural
017019-rahna-rahna-durative,017019-rahna-rahna-durative-s,017019-rahna-rahna-durative-t,,othersources,017019-rahna-rahna-durative
017019-rahna-rahna-progressive,017019-rahna-rahna-progressive-s,017019-rahna-rahna-progressive-t,,othersources,017019-rahna-rahna-progressive
017020-karna-karna-habitual,017020-karna-karna-habitual-s,017020-karna-karna-habitual-t,"invariable participle of main verb, AUX agrees with subject",30sources,017020-karna-karna-habitual
017021-cuka-cukna-egressive,017021-cuka-cukna-egressive-s,017021-cuka-cukna-egressive-t,,othersources,017021-cuka-cukna-egressive
017022-lagna-lagna-changeofstate,017022-lagna-lagna-changeofstate-s,017022-lagna-lagna-changeofstate-t,,othersources,017022-lagna-lagna-changeofstate
017009-kaksa-ko-recipientcase,017009-kaksa-ko-recipientcase-s,017009-kaksa-ko-recipientcase-t,"dialectal variation: kau, kū̃, ku, ko (SH), kai, kaĩ, ke",othersources,017009-kaksa-ko-recipientcase
017009-kaksa-ko-patientcase,017009-kaksa-ko-patientcase-s,017009-kaksa-ko-patientcase-t,"dialectal variation: kau, kū̃, ku, ko (SH), kai, kaĩ, ke; target meaning shift: DATIVE > ACCUSATIVE",othersources,017009-kaksa-ko-patientcase
017010-karna-ne-ergative,017010-karna-ne-ergative-s,017010-karna-ne-ergative-t,target meaning shift: ERGATIVE < DATIVE  < LOCATIVE,othersources,017010-karna-ne-ergative
017012-dvara-dvara-agentcase,017012-dvara-dvara-agentcase-s,017012-dvara-dvara-agentcase-t,,othersources,017012-dvara-dvara-agentcase
017041-parsva-pas-sidecase,017041-parsva-pas-sidecase-s,017041-parsva-pas-sidecase-t,used for possession (us=ke pās bahut paise hai 3SG.GEN near much money is 'he has a lot of money',30sources,017041-parsva-pas-sidecase
017014-karna-karna-causative,017014-karna-karna-causative-s,017014-karna-karna-causative-t,"honā < Sk bhu 'be', karnā < Sk kr̥ 'do'",30sources,017014-karna-karna-causative
017015-dena-dena-causative,017015-dena-dena-causative-s,017015-dena-dena-causative-t,,30sources,017015-dena-dena-causative
017030-ki-ki-or,017030-ki-ki-or-s,017030-ki-ki-or-t,,othersources,017030-ki-ki-or
017032-tavat-to-consecutiveconjunction,017032-tavat-to-consecutiveconjunction-s,017032-tavat-to-consecutiveconjunction-t,,30sources,017032-tavat-to-consecutiveconjunction
017038-karna-karke-subordinator,017038-karna-karke-subordinator-s,017038-karna-karke-subordinator-t,,30sources,017038-karna-karke-subordinator
017007-atmana-apni-focus,017007-atmana-apni-focus-s,017007-atmana-apni-focus-t,,othersources,017007-atmana-apni-focus
017033-tavat-to-topic,017033-tavat-to-topic-s,017033-tavat-to-topic-t,source: tavat (> tava > tau),30sources,017033-tavat-to-topic
017024-parna-parna-dnecessity,017024-parna-parna-dnecessity-s,017024-parna-parna-dnecessity-t,agreement of the infinitive (< gerund) with object,30sources,017024-parna-parna-dnecessity
017025-hona-hona-dnecessity,017025-hona-hona-dnecessity-s,017025-hona-hona-dnecessity-t,,30sources,017025-hona-hona-dnecessity
017026-sakna-sakna-dpossibility,017026-sakna-sakna-dpossibility-s,017026-sakna-sakna-dpossibility-t,,othersources,017026-sakna-sakna-dpossibility
017027-pana-pana-epossibility,017027-pana-pana-epossibility-s,017027-pana-pana-epossibility-t,in negative or paranegative environments,30sources,017027-pana-pana-epossibility
017028-ana-ana-pipossibility,017028-ana-ana-pipossibility-s,017028-ana-ana-pipossibility-t,agreement of the infinitive (< gerund) with object,30sources,017028-ana-ana-pipossibility
017039-cahna-cahie-dnecessity,017039-cahna-cahie-dnecessity-s,017039-cahna-cahie-dnecessity-t,source: cāhnā (< SK cakṣ 'look at'),30sources,017039-cahna-cahie-dnecessity
017008-krta-ka-apossessive,017008-krta-ka-apossessive-s,017008-krta-ka-apossessive-t,"source: kr̥ta (Sk) > kita > kia. Dialectal variations ker, kera, ar, er (Eastern Hindi), ra, ro (Rajasthani); palatalized variation ca in South Western languages as in Marathi. Agrees in gender & number with possessed noun.",30sources,017008-krta-ka-apossessive
017006-atmana-ap-honorific,017006-atmana-ap-honorific-s,017006-atmana-ap-honorific-t,,othersources,017006-atmana-ap-honorific
017034-tavat-to-correlative,017034-tavat-to-correlative-s,017034-tavat-to-correlative-t,,30sources,017034-tavat-to-correlative
017009-santo-se-ablativespatial,017009-santo-se-ablativespatial-s,017009-santo-se-ablativespatial-t,"dialectal variation: kau, kū̃, ku, ko (SH), kai, kaĩ, ke; other proposed source Sanskrit samena",othersources,017009-santo-se-ablativespatial
017031-pristi-picche-behind,017031-pristi-picche-behind-s,017031-pristi-picche-behind-t,source: 'priṣṭi (SK) > pīṭh,30sources,017031-pristi-picche-behind
017018-gaa-ga-future,017018-gaa-ga-future-s,017018-gaa-ga-future-t,source: gata > gaa,30sources,017018-gaa-ga-future
017004-atmana-apne-reflexive,017004-atmana-apne-reflexive-s,017004-atmana-apne-reflexive-t,,othersources,017004-atmana-apne-reflexive
017013-hona-hona-middle,017013-hona-hona-middle-s,017013-hona-hona-middle-t,only for verbo-nominal complex predicates (otherwise transitivity is marked by vowel alternation on the intransitive root),30sources,017013-hona-hona-middle
017016-jana-jana-passive,017016-jana-jana-passive-s,017016-jana-jana-passive-t,modal meanings of intransitive passive,30sources,017016-jana-jana-passive
002010-wakwaakwi-waagawaagawi-agreement,002010-wakwaakwi-waagawaagawi-agreement-s,002010-wakwaakwi-waagawaagawi-agreement-t,,30sources,002010-wakwaakwi-waagawaagawi-agreement
002013-hee-he-durative,002013-hee-he-durative-s,002013-hee-he-durative-t,"(-he (CONT) is very limited in its distribution, it only occurs with movement verbs and this futurmorpheme)",30sources,002013-hee-he-durative
002018-hakhak-hakhak-durative,002018-hakhak-hakhak-durative-s,002018-hakhak-hakhak-durative-t,,30sources,002018-hakhak-hakhak-durative
002019-uuke-ke-frequentative,002019-uuke-ke-frequentative-s,002019-uuke-ke-frequentative-t,,30sources,002019-uuke-ke-frequentative
002012-ru-ru-instrumental,002012-ru-ru-instrumental-s,002012-ru-ru-instrumental-t,"Note that 'We see paper' means we go to school, and the bell is an idiomatic expression 'to strike metal'",30sources,002012-ru-ru-instrumental
002005-kaa-ga-subordinator,002005-kaa-ga-subordinator-s,002005-kaa-ga-subordinator-t,,30sources,002005-kaa-ga-subordinator
002016-uu-u-subordinator,002016-uu-u-subordinator-s,002016-uu-u-subordinator-t,,30sources,002016-uu-u-subordinator
002002-ya-ra-definite,002002-ya-ra-definite-s,002002-ya-ra-definite-t,,othersources,002002-ya-ra-definite
002003-hizakira-hiza-indefinite,002003-hizakira-hiza-indefinite-s,002003-hizakira-hiza-indefinite-t,,30sources,002003-hizakira-hiza-indefinite
002014-asi-zi-focus,002014-asi-zi-focus-s,002014-asi-zi-focus-t,,othersources,002014-asi-zi-focus
002015-ki-gi-topic,002015-ki-gi-topic-s,002015-ki-gi-topic-t,,othersources,002015-ki-gi-topic
002020-wihe-wi-female,002020-wihe-wi-female-s,002020-wihe-wi-female-t,,30sources,002020-wihe-wi-female
002021-kaa-ga-female,002021-kaa-ga-female-s,002021-kaa-ga-female-t,,30sources,002021-kaa-ga-female
002006-ree-re-imperative,002006-ree-re-imperative-s,002006-ree-re-imperative-t,,30sources,002006-ree-re-imperative
002009-apiape-wi-plural,002009-apiape-wi-plural-s,002009-apiape-wi-plural-t,source somewhat uncertain,othersources,002009-apiape-wi-plural
002001-yike-nikik-diminutive,002001-yike-nikik-diminutive-s,002001-yike-nikik-diminutive-t,,30sources,002001-yike-nikik-diminutive
002011-ee-ee-personalpronoun,002011-ee-ee-personalpronoun-s,002011-ee-ee-personalpronoun-t,,30sources,002011-ee-ee-personalpronoun
002004-see-zese-quotative,002004-see-zese-quotative-s,002004-see-zese-quotative-t,,30sources,002004-see-zese-quotative
002008-eeja-eeja-locative,002008-eeja-eeja-locative-s,002008-eeja-eeja-locative-t,,othersources,002008-eeja-eeja-locative
002007-ree-re-adverbializer,002007-ree-re-adverbializer-s,002007-ree-re-adverbializer-t,,30sources,002007-ree-re-adverbializer
001002-kaq-kaka-definite,001002-kaq-kaka-definite-s,001002-kaq-kaka-definite-t,example from Huancayo Quechua,30sources,001002-kaq-kaka-definite
013025-v-az-definite,013025-v-az-definite-s,013025-v-az-definite-t,,30sources,013025-v-az-definite
013001-na-vn-upspatial,013001-na-vn-upspatial-s,013001-na-vn-upspatial-t,,othersources,013001-na-vn-upspatial
013014-bel-bel-inspatial,013014-bel-bel-inspatial-s,013014-bel-bel-inspatial-t,,30sources,013014-bel-bel-inspatial
013008-fog-fog-future,013008-fog-fog-future-s,013008-fog-fog-future-t,,othersources,013008-fog-fog-future
013018-kor-kor-temporalmarker,013018-kor-kor-temporalmarker-s,013018-kor-kor-temporalmarker-t,,othersources,013018-kor-kor-temporalmarker
021036-andare-andare-changeofstate,021036-andare-andare-changeofstate-s,021036-andare-andare-changeofstate-t,,30sources,021036-andare-andare-changeofstate
021038-andare-andare-habitual,021038-andare-andare-habitual-s,021038-andare-andare-habitual-t,,30sources,021038-andare-andare-habitual
021027-quando-quando-subordinator,021027-quando-quando-subordinator-s,021027-quando-quando-subordinator-t,,othersources,021027-quando-quando-subordinator
021029-arrivare-arrivare-succeed,021029-arrivare-arrivare-succeed-s,021029-arrivare-arrivare-succeed-t,It. arrivare < Late Latin adripare 'come to the shore'  < Latin ad 'towards' + ripa 'shore' (Stolova 2015),30sources,021029-arrivare-arrivare-succeed
021030-arrivare-arrivare-pipossibility,021030-arrivare-arrivare-pipossibility-s,021030-arrivare-arrivare-pipossibility-t,It. arrivare < Late Latin adripare 'come to the shore'  < Latin ad 'towards' + ripa 'shore' (Stolova 2015),30sources,021030-arrivare-arrivare-pipossibility
021032-ille-luiegli-personalpronoun,021032-ille-luiegli-personalpronoun-s,021032-ille-luiegli-personalpronoun-t,egli is the form in written language,30sources,021032-ille-luiegli-personalpronoun
021034-facere-fare-proverb,021034-facere-fare-proverb-s,021034-facere-fare-proverb-t,,30sources,021034-facere-fare-proverb
021040-hince-ci-personalpronoun,021040-hince-ci-personalpronoun-s,021040-hince-ci-personalpronoun-t,,30sources,021040-hince-ci-personalpronoun
021026-dove-dove-relativizer,021026-dove-dove-relativizer-s,021026-dove-dove-relativizer-t,,othersources,021026-dove-dove-relativizer
021048-vedersi-vedersiv-passive,021048-vedersi-vedersiv-passive-s,021048-vedersi-vedersiv-passive-t,,30sources,021048-vedersi-vedersiv-passive
010020-been-wehn-past,010020-been-wehn-past-s,010020-been-wehn-past-t,"< been (English); Joseph T. Farquharson. 2013. Jamaican structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010020-been-wehn-past
016009-ppj-ppj-imperfective,016009-ppj-ppj-imperfective-s,016009-ppj-ppj-imperfective-t,,othersources,016009-ppj-ppj-imperfective
016002-ki-ki-recipientcase,016002-ki-ki-recipientcase-s,016002-ki-ki-recipientcase-t,target meaning shift: 'side' > LOCATIVE > DATIVE,othersources,016002-ki-ki-recipientcase
016023-rca-rca-comitative,016023-rca-rca-comitative-s,016023-rca-rca-comitative-t,,30sources,016023-rca-rca-comitative
016022-szu-szu-causative,016022-szu-szu-causative-s,016022-szu-szu-causative-t,,30sources,016022-szu-szu-causative
016012-me-me-or,016012-me-me-or-s,016012-me-me-or-t,,othersources,016012-me-me-or
016013-spa-spa-purposeconjunction,016013-spa-spa-purposeconjunction-s,016013-spa-spa-purposeconjunction-t,,othersources,016013-spa-spa-purposeconjunction
016014-nmga-nmga-purposeconjunction,016014-nmga-nmga-purposeconjunction-s,016014-nmga-nmga-purposeconjunction-t,,30sources,016014-nmga-nmga-purposeconjunction
016015-nnda-nunda-causeconjunction,016015-nnda-nunda-causeconjunction-s,016015-nnda-nunda-causeconjunction-t,,30sources,016015-nnda-nunda-causeconjunction
016019-apu-apu-conditionalconjunction,016019-apu-apu-conditionalconjunction-s,016019-apu-apu-conditionalconjunction-t,,30sources,016019-apu-apu-conditionalconjunction
016005-rcan-rcan-mirative,016005-rcan-rcan-mirative-s,016005-rcan-rcan-mirative-t,,othersources,016005-rcan-rcan-mirative
016010---evidentialdirect,016010---evidentialdirect-s,016010---evidentialdirect-t,,othersources,016010---evidentialdirect
016011-ku-ku-evidentialegophoric,016011-ku-ku-evidentialegophoric-s,016011-ku-ku-evidentialegophoric-t,,othersources,016011-ku-ku-evidentialegophoric
016003-ppun-ppun-topic,016003-ppun-ppun-topic-s,016003-ppun-ppun-topic-t,,30sources,016003-ppun-ppun-topic
016004-jiqha-jiqha-topic,016004-jiqha-jiqha-topic-s,016004-jiqha-jiqha-topic-t,,othersources,016004-jiqha-jiqha-topic
016020-u-u-focus,016020-u-u-focus-s,016020-u-u-focus-t,,30sources,016020-u-u-focus
016001-qnis-ni-dual,016001-qnis-ni-dual-s,016001-qnis-ni-dual-t,(*q-nis > ʁnɯz),othersources,016001-qnis-ni-dual
016016-ja-o-intensifier,016016-ja-o-intensifier-s,016016-ja-o-intensifier-t,Source: ʑo < *jaŋ,30sources,016016-ja-o-intensifier
016018-tp-p-diminutive,016018-tp-p-diminutive-s,016018-tp-p-diminutive-t,,30sources,016018-tp-p-diminutive
016021-n-n-personalpronoun,016021-n-n-personalpronoun-s,016021-n-n-personalpronoun-t,,30sources,016021-n-n-personalpronoun
016024-trme-trme-indefinitepronoun,016024-trme-trme-indefinitepronoun-s,016024-trme-trme-indefinitepronoun-t,,30sources,016024-trme-trme-indefinitepronoun
016006-e-sz-andative,016006-e-sz-andative-s,016006-e-sz-andative-t,,30sources,016006-e-sz-andative
016007-i--cislocative,016007-i--cislocative-s,016007-i--cislocative-t,,30sources,016007-i--cislocative
016008-r-r-antipassive,016008-r-r-antipassive-s,016008-r-r-antipassive-t,,othersources,016008-r-r-antipassive
