ID,Source_Form_ID,Target_Form_ID,Comment,Subset,Example_ID
008011-l-l-past,008011-l-l-past-s,008011-l-l-past-t,,othersources,008011-l-l-past
008019-bylol-bylol-avertive,008019-bylol-bylol-avertive-s,008019-bylol-bylol-avertive-t,"In this construction, by-l-o is petrified and is accompanied by the inflected past tense",30sources,008019-bylol-bylol-avertive
008004-sebja-sja-passive,008004-sebja-sja-passive-s,008004-sebja-sja-passive-t,,othersources,008004-sebja-sja-passive
011049-hisxujn-hisxujn-causeconjunction,011049-hisxujn-hisxujn-causeconjunction-s,011049-hisxujn-hisxujn-causeconjunction-t,"the causal relation ""P because Q"" is literally expressed as ""P, (and) if one says why, (this is because of) Q""",30sources,011049-hisxujn-hisxujn-causeconjunction
011036-jqa-jqa-hortative,011036-jqa-jqa-hortative-s,011036-jqa-jqa-hortative-t,,30sources,011036-jqa-jqa-hortative
011028-si-si-future,011028-si-si-future-s,011028-si-si-future-t,,30sources,011028-si-si-future
023011-sai-es-agreement,023011-sai-es-agreement-s,023011-sai-es-agreement-t,,othersources,023011-sai-es-agreement
010028-finir-finin-completive,010028-finir-finin-completive-s,010028-finir-finin-completive-t,"(< finir (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010028-finir-finin-completive
010046-prendre-pran-instrumental,010046-prendre-pran-instrumental-s,010046-prendre-pran-instrumental-t,"< prendre (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010046-prendre-pran-instrumental
010047-prendre-pran-patientcase,010047-prendre-pran-patientcase-s,010047-prendre-pran-patientcase-t,"< prendre (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010047-prendre-pran-patientcase
010044-pourdir-pourdir-complementizer,010044-pourdir-pourdir-complementizer-s,010044-pourdir-pourdir-complementizer-t,"< pour dir (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010044-pourdir-pourdir-complementizer
010042-ca-sa-focus,010042-ca-sa-focus-s,010042-ca-sa-focus-t,"< ça (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010042-ca-sa-focus
010005-bande-bann-plural,010005-bande-bann-plural-s,010005-bande-bann-plural-t,"Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010005-bande-bann-plural
010033-camarade-kanmarad-reciprocalpronoun,010033-camarade-kanmarad-reciprocalpronoun-s,010033-camarade-kanmarad-reciprocalpronoun-t,"< camarade (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010033-camarade-kanmarad-reciprocalpronoun
010045-acote-kot-locative,010045-acote-kot-locative-s,010045-acote-kot-locative-t,"< à côté (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010045-acote-kot-locative
010018-pouretre-pou-future,010018-pouretre-pou-future-s,010018-pouretre-pou-future-t,"< pour etre (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010018-pouretre-pou-future
010019-etait-ti-past,010019-etait-ti-past-s,010019-etait-ti-past-t,"< etait (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010019-etait-ti-past
010043-gagner-ganny-passive,010043-gagner-ganny-passive-s,010043-gagner-ganny-passive-t,"< gagner (French); Susanne Maria Michaelis, Marcel Rosalie. 2013. Seychelles Creole structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010043-gagner-ganny-passive
008024-nehati-nech-hortative,008024-nehati-nech-hortative-s,008024-nehati-nech-hortative-t,"target meaning also: PERMISSIVE; also in Polish (niech), Czech (nech), Slovene (naj) and the rest of South Slavic (neka)",othersources,008024-nehati-nech-hortative
023018-dar-r-perfectaspect,023018-dar-r-perfectaspect-s,023018-dar-r-perfectaspect-t,,othersources,023018-dar-r-perfectaspect
023035-hau-xu-copula,023035-hau-xu-copula-s,023035-hau-xu-copula-t,,30sources,023035-hau-xu-copula
023037-hau-xu-definite,023037-hau-xu-definite-s,023037-hau-xu-definite-t,,30sources,023037-hau-xu-definite
023006-tat-t-plural,023006-tat-t-plural-s,023006-tat-t-plural-t,,othersources,023006-tat-t-plural
023056-kam-kam-future,023056-kam-kam-future-s,023056-kam-kam-future-t,,30sources,023056-kam-kam-future
023019-baw-bw-middle,023019-baw-bw-middle-s,023019-baw-bw-middle-t,,othersources,023019-baw-bw-middle
023020-skwn-skwn-progressive,023020-skwn-skwn-progressive-s,023020-skwn-skwn-progressive-t,,othersources,023020-skwn-skwn-progressive
010041-firsttime-fastaem-frontcase,010041-firsttime-fastaem-frontcase-s,010041-firsttime-fastaem-frontcase-t,"< first time (English); Keesing, Roger M. 1991. Substrates, calquing and grammaticalization in Melanesian Pidgin. In
Bernd Heine & Elizabeth C. Traugott (eds.), Approaches to grammaticalization, vol. 1, 315–
342. Amsterdam: John Benjamins.",othersources,010041-firsttime-fastaem-frontcase
001010-naka-nka-verbalizer,001010-naka-nka-verbalizer-s,001010-naka-nka-verbalizer-t,example from La Paz Aymara,30sources,001010-naka-nka-verbalizer
021019-haber-haber-perfectaspect,021019-haber-haber-perfectaspect-s,021019-haber-haber-perfectaspect-t,,othersources,021019-haber-haber-perfectaspect
021020-estar-estar-progressive,021020-estar-estar-progressive-s,021020-estar-estar-progressive-t,,30sources,021020-estar-estar-progressive
021021-andar-andar-progressive,021021-andar-andar-progressive-s,021021-andar-andar-progressive-t,,30sources,021021-andar-andar-progressive
021031-venire-venir-durative,021031-venire-venir-durative-s,021031-venire-venir-durative-t,,30sources,021031-venire-venir-durative
021037-ir-ir-durative,021037-ir-ir-durative-s,021037-ir-ir-durative-t,,30sources,021037-ir-ir-durative
021046-sequi-seguir-durative,021046-sequi-seguir-durative-s,021046-sequi-seguir-durative-t,,30sources,021046-sequi-seguir-durative
021008-ad-a-recipientcase,021008-ad-a-recipientcase-s,021008-ad-a-recipientcase-t,,othersources,021008-ad-a-recipientcase
021009-ad-a-patientcase,021009-ad-a-patientcase-s,021009-ad-a-patientcase-t,,othersources,021009-ad-a-patientcase
021010-de-de-partitive,021010-de-de-partitive-s,021010-de-de-partitive-t,,othersources,021010-de-de-partitive
021028-hacer-hacer-causative,021028-hacer-hacer-causative-s,021028-hacer-hacer-causative-t,,30sources,021028-hacer-hacer-causative
021033-facere-hacer-causative,021033-facere-hacer-causative-s,021033-facere-hacer-causative-t,,30sources,021033-facere-hacer-causative
021025-que-que-complementizer,021025-que-que-complementizer-s,021025-que-que-complementizer-t,,othersources,021025-que-que-complementizer
021005-unum-un-indefinite,021005-unum-un-indefinite-s,021005-unum-un-indefinite-t,,30sources,021005-unum-un-indefinite
021006-ille-la-definite,021006-ille-la-definite-s,021006-ille-la-definite-t,,othersources,021006-ille-la-definite
021013-se-se-indefinite,021013-se-se-indefinite-s,021013-se-se-indefinite-t,,othersources,021013-se-se-indefinite
021016-lagente-lagente-indefinite,021016-lagente-lagente-indefinite-s,021016-lagente-lagente-indefinite-t,,othersources,021016-lagente-lagente-indefinite
021043-unumam-unumam-indefinitearticle,021043-unumam-unumam-indefinitearticle-s,021043-unumam-unumam-indefinitearticle-t,,30sources,021043-unumam-unumam-indefinitearticle
021001-a-a-female,021001-a-a-female-s,021001-a-a-female-t,,othersources,021001-a-a-female
021022-haber-haber-enecessity,021022-haber-haber-enecessity-s,021022-haber-haber-enecessity-t,,othersources,021022-haber-haber-enecessity
021023-deber-deber-enecessity,021023-deber-deber-enecessity-s,021023-deber-deber-enecessity-t,,othersources,021023-deber-deber-enecessity
021002-s-s-plural,021002-s-s-plural-s,021002-s-s-plural-t,,othersources,021002-s-s-plural
021011-se-se-lackofcontrol,021011-se-se-lackofcontrol-s,021011-se-se-lackofcontrol-t,,othersources,021011-se-se-lackofcontrol
021003-de-de-apossessive,021003-de-de-apossessive-s,021003-de-de-apossessive-t,,othersources,021003-de-de-apossessive
021004-tenere-tener-hpossessive,021004-tenere-tener-hpossessive-s,021004-tenere-tener-hpossessive-t,,othersources,021004-tenere-tener-hpossessive
021007-meus-mi-apossessive,021007-meus-mi-apossessive-s,021007-meus-mi-apossessive-t,There is also the 'strong' form mío,othersources,021007-meus-mi-apossessive
021024-qui-que-relativizer,021024-qui-que-relativizer-s,021024-qui-que-relativizer-t,,othersources,021024-qui-que-relativizer
021017-ira-ira-future,021017-ira-ira-future-s,021017-ira-ira-future-t,,30sources,021017-ira-ira-future
021018-acabarde-acabarde-pastnear,021018-acabarde-acabarde-pastnear-s,021018-acabarde-acabarde-pastnear-t,,30sources,021018-acabarde-acabarde-pastnear
021012-se-se-passive,021012-se-se-passive-s,021012-se-se-passive-t,,othersources,021012-se-se-passive
021014-esse-ser-passive,021014-esse-ser-passive-s,021014-esse-ser-passive-t,,30sources,021014-esse-ser-passive
021015-quedar-quedar-passive,021015-quedar-quedar-passive-s,021015-quedar-quedar-passive-t,,othersources,021015-quedar-quedar-passive
010038-taki-taki-complementizer,010038-taki-taki-complementizer-s,010038-taki-taki-complementizer-t,"< talk (English); Donald Winford, Ingo Plag. 2013. Sranan structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010038-taki-taki-complementizer
010001-da-a-definite,010001-da-a-definite-s,010001-da-a-definite-t,"that > da; Donald Winford, Ingo Plag. 2013. Sranan structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010001-da-a-definite
010003-one-wan-indefinite,010003-one-wan-indefinite-s,010003-one-wan-indefinite-t,"Donald Winford, Ingo Plag. 2013. Sranan structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010003-one-wan-indefinite
010039-tapu-tapu-upspatial,010039-tapu-tapu-upspatial-s,010039-tapu-tapu-upspatial-t,"< top (English); Yakpo, Kofi & Adrienne Bruyn. 2015. Trans-Atlantic patterns: The relexification of locative
constructions in Sranan. In Pieter C. Muysken & Norval Smith (eds.), Surviving the Middle
Passage: The West Africa-Surinam Sprachbund, 135–174. Berlin: De Gruyter.",othersources,010039-tapu-tapu-upspatial
010013-para-pa-patientcase,010013-para-pa-patientcase-s,010013-para-pa-patientcase-t,"< para (Portugese);Ian R. Smith. 2013. Sri Lanka Portuguese structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010013-para-pa-patientcase
011048-uvuz-vuz-agreement,011048-uvuz-vuz-agreement-s,011048-uvuz-vuz-agreement-t,,othersources,011048-uvuz-vuz-agreement
011043---perfective,011043---perfective-s,011043---perfective-t,,othersources,011043---perfective
011051-kuri-kuri-complementizer,011051-kuri-kuri-complementizer-s,011051-kuri-kuri-complementizer-t,Target Meaning also: PURPOSE/REASON SUBORDINATOR,30sources,011051-kuri-kuri-complementizer
011011-pi-pi-ordinalnumeral,011011-pi-pi-ordinalnumeral-s,011011-pi-pi-ordinalnumeral-t,literally šubur-pi 'third' < 'three' + '(one about which) it was said',30sources,011011-pi-pi-ordinalnumeral
024004-ompo-po-incompletive,024004-ompo-po-incompletive-s,024004-ompo-po-incompletive-t,,othersources,024004-ompo-po-incompletive
024001-bua-bua-classifier,024001-bua-bua-classifier-s,024001-bua-bua-classifier-t,,othersources,024001-bua-bua-classifier
024007-too-to-relativizer,024007-too-to-relativizer-s,024007-too-to-relativizer-t,,othersources,024007-too-to-relativizer
023031-m-m-focus,023031-m-m-focus-s,023031-m-m-focus-t,"COP detaches from verb form and attaches to item in focus; it was not possible to give a showcase example, cf. Stilo 2008: 382-383",30sources,023031-m-m-focus
023004-haca-ca-apossessive,023004-haca-ca-apossessive-s,023004-haca-ca-apossessive-t,,othersources,023004-haca-ca-apossessive
023025-iyawa-ho-complementizer,023025-iyawa-ho-complementizer-s,023025-iyawa-ho-complementizer-t,changed from nominal suffix to sentence clitic (Bondedness 3 > 2),othersources,023025-iyawa-ho-complementizer
023030-agata-omor-passive,023030-agata-omor-passive-s,023030-agata-omor-passive-t,,30sources,023030-agata-omor-passive
023052-bil-bil-hortative,023052-bil-bil-hortative-s,023052-bil-bil-hortative-t,b- is the element in 023013,30sources,023052-bil-bil-hortative
023015-bavpstanum-bavpstanum-present,023015-bavpstanum-bavpstanum-present-s,023015-bavpstanum-bavpstanum-present-t,,othersources,023015-bavpstanum-bavpstanum-present
010035-jugar-huga-reciprocalpronoun,010035-jugar-huga-reciprocalpronoun-s,010035-jugar-huga-reciprocalpronoun-t,"< jugar (Spanish); Eeva Sippola. 2013. Ternate Chabacano structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010035-jugar-huga-reciprocalpronoun
026017-set-set-completive,026017-set-set-completive-s,026017-set-set-completive-t,"There is also the verb còp 'finish (for good)'. When used in COMPLETIVE function, it indicates that a given action is completed for good.",30sources,026017-set-set-completive
026038-yuu-yuu-progressive,026038-yuu-yuu-progressive-s,026038-yuu-yuu-progressive-t,,30sources,026038-yuu-yuu-progressive
026019-taam-taam-accordcaseconjunction,026019-taam-taam-accordcaseconjunction-s,026019-taam-taam-accordcaseconjunction-t,,30sources,026019-taam-taam-accordcaseconjunction
026027-haj-haj-benefactive,026027-haj-haj-benefactive-s,026027-haj-haj-benefactive-t,,30sources,026027-haj-haj-benefactive
026029-haj-haj-recipientcase,026029-haj-haj-recipientcase-s,026029-haj-haj-recipientcase-t,,30sources,026029-haj-haj-recipientcase
026043-khaa-khakhaa-sidecase,026043-khaa-khakhaa-sidecase-s,026043-khaa-khakhaa-sidecase-t,,30sources,026043-khaa-khakhaa-sidecase
026044-aw-aw-instrumental,026044-aw-aw-instrumental-s,026044-aw-aw-instrumental-t,Target Meaning also: COMITATIVE marker; This is a rather weak form of expressing instrumental because the meaning of 'take' is still present. The most prototypical expression for instrumentals is the preposition dûay 'with' as in dûay mîit 'with a knife'.,30sources,026044-aw-aw-instrumental
026016-tham-tham-causative,026016-tham-tham-causative-s,026016-tham-tham-causative-t,"In this function, tham 'do' is only used with a limited set of stative verbs.",30sources,026016-tham-tham-causative
026028-haj-haj-causative,026028-haj-haj-causative-s,026028-haj-haj-causative-t,Hây is only used with dynamic verbs. It still has many properties of a control verb.,30sources,026028-haj-haj-causative
026002-thy-thy-untilcaseconjunction,026002-thy-thy-untilcaseconjunction-s,026002-thy-thy-untilcaseconjunction-t,longer form thy̌ŋ(-kàp/ka),30sources,026002-thy-thy-untilcaseconjunction
026003-thy-thy-concessiveconjunction,026003-thy-thy-concessiveconjunction-s,026003-thy-thy-concessiveconjunction-t,longer form thy̌ŋ(-cà),30sources,026003-thy-thy-concessiveconjunction
026009-maa-maa-consecutiveconjunction,026009-maa-maa-consecutiveconjunction-s,026009-maa-maa-consecutiveconjunction-t,,30sources,026009-maa-maa-consecutiveconjunction
026018-lw-l-sand,026018-lw-l-sand-s,026018-lw-l-sand-t,other target: PERFECTIVE marker,30sources,026018-lw-l-sand
026030-haj-haj-purposeconjunction,026030-haj-haj-purposeconjunction-s,026030-haj-haj-purposeconjunction-t,,30sources,026030-haj-haj-purposeconjunction
026031-haj-haj-mannerconjunction,026031-haj-haj-mannerconjunction-s,026031-haj-haj-mannerconjunction-t,This construction can be seen as a special case of desiderative construction (cf. Rangkupan 2007: 229).,30sources,026031-haj-haj-mannerconjunction
026032-haj-haj-complementizer,026032-haj-haj-complementizer-s,026032-haj-haj-complementizer-t,,30sources,026032-haj-haj-complementizer
026015-nan-nan-definite,026015-nan-nan-definite-s,026015-nan-nan-definite-t,"nán is not a grammaticalized marker of definiteness but it is used in various context for identifying entities which have been activitated in previous discourse. Since an example from a text would need too much space, the example given here is taken from Iwasaki & Ingkaphirom (2007). The definite interpretation of this passage is mine (W.B.).",30sources,026015-nan-nan-definite
026040-ny-ny-indefinite,026040-ny-ny-indefinite-s,026040-ny-ny-indefinite-t,,30sources,026040-ny-ny-indefinite
026007-la-la-classifier,026007-la-la-classifier-s,026007-la-la-classifier-t,,30sources,026007-la-la-classifier
026008-luuk-luuk-classifier,026008-luuk-luuk-classifier-s,026008-luuk-luuk-classifier-t,,30sources,026008-luuk-luuk-classifier
026035-tua-tua-classifier,026035-tua-tua-classifier-s,026035-tua-tua-classifier-t,,30sources,026035-tua-tua-classifier
026039-khon-khon-classifier,026039-khon-khon-classifier-s,026039-khon-khon-classifier-t,,30sources,026039-khon-khon-classifier
026014-pen-pen-pipossibility,026014-pen-pen-pipossibility-s,026014-pen-pen-pipossibility-t,,30sources,026014-pen-pen-pipossibility
026021-daj-daj-pipossibility,026021-daj-daj-pipossibility-s,026021-daj-daj-pipossibility-t,,30sources,026021-daj-daj-pipossibility
026024-daj-daj-dpossibility,026024-daj-daj-dpossibility-s,026024-daj-daj-dpossibility-t,,30sources,026024-daj-daj-dpossibility
026025-daj-daj-epossibility,026025-daj-daj-epossibility-s,026025-daj-daj-epossibility-t,,30sources,026025-daj-daj-epossibility
026026-daj-daj-succeed,026026-daj-daj-succeed-s,026026-daj-daj-succeed-t,,30sources,026026-daj-daj-succeed
026013-pen-pen-functional,026013-pen-pen-functional-s,026013-pen-pen-functional-t,,30sources,026013-pen-pen-functional
026045-kh-kh-apossessive,026045-kh-kh-apossessive-s,026045-kh-kh-apossessive-t,,30sources,026045-kh-kh-apossessive
026041-waa-waa-quotative,026041-waa-waa-quotative-s,026041-waa-waa-quotative-t,Target Meaning also: COMPLEMENTIZER,30sources,026041-waa-waa-quotative
026005-la-la-behind,026005-la-la-behind-s,026005-la-la-behind-t,longer form (khâŋ-)lăŋ,30sources,026005-la-la-behind
026010-maa-maa-venitive,026010-maa-maa-venitive-s,026010-maa-maa-venitive-t,,30sources,026010-maa-maa-venitive
026033-paj-paj-andative,026033-paj-paj-andative-s,026033-paj-paj-andative-t,,30sources,026033-paj-paj-andative
026001-thy-thy-allative,026001-thy-thy-allative-s,026001-thy-thy-allative-t,,30sources,026001-thy-thy-allative
026011-maa-maa-allative,026011-maa-maa-allative-s,026011-maa-maa-allative-t,,30sources,026011-maa-maa-allative
026020-taam-taam-pathspatialcase,026020-taam-taam-pathspatialcase-s,026020-taam-taam-pathspatialcase-t,,30sources,026020-taam-taam-pathspatialcase
026034-paj-paj-allative,026034-paj-paj-allative-s,026034-paj-paj-allative-t,,30sources,026034-paj-paj-allative
026036-k-k-allative,026036-k-k-allative-s,026036-k-k-allative-t,,30sources,026036-k-k-allative
026037-caak-caak-ablativespatial,026037-caak-caak-ablativespatial-s,026037-caak-caak-ablativespatial-t,,30sources,026037-caak-caak-ablativespatial
026042-khaa-kha-locative,026042-khaa-kha-locative-s,026042-khaa-kha-locative-t,,30sources,026042-khaa-kha-locative
026004-la-la-after,026004-la-la-after-s,026004-la-la-after-t,longer form lăŋ(-càak-thîi),30sources,026004-la-la-after
026006-la-la-beforetemporal,026006-la-la-beforetemporal-s,026006-la-la-beforetemporal-t,"In this function, lǎŋ 'back' is only used metaphorically in fixed expressions.",30sources,026006-la-la-beforetemporal
026012-maa-maa-temporalmarker,026012-maa-maa-temporalmarker-s,026012-maa-maa-temporalmarker-t,Also cf. expressions like: naan-maa-lɛ́ew [long (of time) -come-PFV] 'a long time since',30sources,026012-maa-maa-temporalmarker
026023-daj-daj-past,026023-daj-daj-past-s,026023-daj-daj-past-t,,30sources,026023-daj-daj-past
010025-stap-istap-progressive,010025-stap-istap-progressive-s,010025-stap-istap-progressive-t,"< stop (English);  Geoff P. Smith, Jeff Siegel. 2013. Tok Pisin structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",30sources,010025-stap-istap-progressive
010006-all-ol-plural,010006-all-ol-plural-s,010006-all-ol-plural-t,"Geoff P. Smith, Jeff Siegel. 2013. Tok Pisin structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010006-all-ol-plural
010009-belong-bilong-apossessive,010009-belong-bilong-apossessive-s,010009-belong-bilong-apossessive-t,"Geoff P. Smith, Jeff Siegel. 2013. Tok Pisin structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010009-belong-bilong-apossessive
010017-byandby-bai-future,010017-byandby-bai-future-s,010017-byandby-bai-future-t,"< by and by (English); Geoff P. Smith, Jeff Siegel. 2013. Tok Pisin structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",othersources,010017-byandby-bai-future
011017-haas-haasaas-causative,011017-haas-haasaas-causative-s,011017-haas-haasaas-causative-t,,30sources,011017-haas-haasaas-causative
011005-xed-xed-indefinite,011005-xed-xed-indefinite-s,011005-xed-xed-indefinite-t,the marker derives indefinite pronouns from interrogative ones,othersources,011005-xed-xed-indefinite
011029-swod-sod-dnecessity,011029-swod-sod-dnecessity-s,011029-swod-sod-dnecessity-t,Target Meaning also: PROSPECTIVE MODALITY,30sources,011029-swod-sod-dnecessity
019023-aa-aa-durative,019023-aa-aa-durative-s,019023-aa-aa-durative-t,,othersources,019023-aa-aa-durative
019024-atisa-atisa-habitual,019024-atisa-atisa-habitual-s,019024-atisa-atisa-habitual-t,,othersources,019024-atisa-atisa-habitual
019028-ba-ba-iterative,019028-ba-ba-iterative-s,019028-ba-ba-iterative-t,,othersources,019028-ba-ba-iterative
019031-athl-athl-egressive,019031-athl-athl-egressive-s,019031-athl-athl-egressive-t,,othersources,019031-athl-athl-egressive
019035-nal-nal-habitual,019035-nal-nal-habitual-s,019035-nal-nal-habitual-t,,30sources,019035-nal-nal-habitual
019036-nama-nama-durative,019036-nama-nama-durative-s,019036-nama-nama-durative-t,,othersources,019036-nama-nama-durative
019037-namile-namile-changeofstate,019037-namile-namile-changeofstate-s,019037-namile-namile-changeofstate-t,,othersources,019037-namile-namile-changeofstate
019038-nna-nna-durative,019038-nna-nna-durative-s,019038-nna-nna-durative-t,,30sources,019038-nna-nna-durative
019039-ntse-ntse-durative,019039-ntse-ntse-durative-s,019039-ntse-ntse-durative-t,,30sources,019039-ntse-ntse-durative
019043-sets-sets-iamitiveprogressive,019043-sets-sets-iamitiveprogressive-s,019043-sets-sets-iamitiveprogressive-t,,othersources,019043-sets-sets-iamitiveprogressive
019048-thla-thla-durative,019048-thla-thla-durative-s,019048-thla-thla-durative-t,,othersources,019048-thla-thla-durative
019051-tsamaja-tsamaja-durative,019051-tsamaja-tsamaja-durative-s,019051-tsamaja-tsamaja-durative-t,,30sources,019051-tsamaja-tsamaja-durative
019052-tshla-tshla-durative,019052-tshla-tshla-durative-s,019052-tshla-tshla-durative-t,,30sources,019052-tshla-tshla-durative
019009-nga-ka-instrumental,019009-nga-ka-instrumental-s,019009-nga-ka-instrumental-t,,othersources,019009-nga-ka-instrumental
019010-k-k-agentcase,019010-k-k-agentcase-s,019010-k-k-agentcase-t,,30sources,019010-k-k-agentcase
019011-fasal-fasal-ablativetemporal,019011-fasal-fasal-ablativetemporal-s,019011-fasal-fasal-ablativetemporal-t,,30sources,019011-fasal-fasal-ablativetemporal
019012-fal-fal-concerncase,019012-fal-fal-concerncase-s,019012-fal-fal-concerncase-t,,30sources,019012-fal-fal-concerncase
019013-fas-fas-except,019013-fas-fas-except-s,019013-fas-fas-except-t,,30sources,019013-fas-fas-except
019018-goyakajaka-goyakajaka-accordcaseconjunction,019018-goyakajaka-goyakajaka-accordcaseconjunction-s,019018-goyakajaka-goyakajaka-accordcaseconjunction-t,,30sources,019018-goyakajaka-goyakajaka-accordcaseconjunction
019061-r-r-complementizer,019061-r-r-complementizer-s,019061-r-r-complementizer-t,,30sources,019061-r-r-complementizer
019062-nga-ka-causeconjunction,019062-nga-ka-causeconjunction-s,019062-nga-ka-causeconjunction-t,,othersources,019062-nga-ka-causeconjunction
019063-fa-fa-conditionalconjunction,019063-fa-fa-conditionalconjunction-s,019063-fa-fa-conditionalconjunction-t,,30sources,019063-fa-fa-conditionalconjunction
019064-fithla-fithla-untilcaseconjunction,019064-fithla-fithla-untilcaseconjunction-s,019064-fithla-fithla-untilcaseconjunction-t,,30sources,019064-fithla-fithla-untilcaseconjunction
019065-xr-r-purposeconjunction,019065-xr-r-purposeconjunction-s,019065-xr-r-purposeconjunction-t,,30sources,019065-xr-r-purposeconjunction
019066-ta-ta-then,019066-ta-ta-then-s,019066-ta-ta-then-t,,30sources,019066-ta-ta-then
019067-ta-ta-sand,019067-ta-ta-sand-s,019067-ta-ta-sand-t,,30sources,019067-ta-ta-sand
019068-kagorekar-kagorekar-causeconjunction,019068-kagorekar-kagorekar-causeconjunction-s,019068-kagorekar-kagorekar-causeconjunction-t,,30sources,019068-kagorekar-kagorekar-causeconjunction
019070-moragomra-moragomra-after,019070-moragomra-moragomra-after-s,019070-moragomra-moragomra-after-t,,30sources,019070-moragomra-moragomra-after
019073-tlata-tlata-consecutiveconjunction,019073-tlata-tlata-consecutiveconjunction-s,019073-tlata-tlata-consecutiveconjunction-t,,30sources,019073-tlata-tlata-consecutiveconjunction
019053-tshana-tshana-mirative,019053-tshana-tshana-mirative-s,019053-tshana-tshana-mirative-t,,othersources,019053-tshana-tshana-mirative
019022-nga-ka-epossibility,019022-nga-ka-epossibility-s,019022-nga-ka-epossibility-t,,othersources,019022-nga-ka-epossibility
019026-bata-bata-dnecessity,019026-bata-bata-dnecessity-s,019026-bata-bata-dnecessity-t,,30sources,019026-bata-bata-dnecessity
019034-nal-nal-dnecessity,019034-nal-nal-dnecessity-s,019034-nal-nal-dnecessity-t,,30sources,019034-nal-nal-dnecessity
