ID,Language_ID,Name,Description
829,thai,Gram: pen,ABILITY (in terms of LEARNED ABILITY)
830,thai,Gram: dâj,ABILITY
831,thai,Gram: dâj,PERMISSIVE
832,thai,Gram: dâj,POSSIBILITY
833,thai,Gram: dâj,'succeed'
834,thai,Gram: pen,"preposition/coverb meaning 'in the function of, as'"
835,thai,Gram: khɔ̌ɔŋ,POSSESSION marker
836,thai,Gram: wâa,QUOTATIVE marker
837,thai,Gram: lăŋ,behind'
838,thai,Gram: maa,VENITIVE (DIRECTIONAL verb)
839,thai,Gram: paj,ANDATIVE (DIRECTIONAL verb)
840,thai,Gram: thy̌ŋ,ALLATIVE
841,thai,Gram: maa,Coverb/preposition indicating DIRECTION to GOAL near speaker
842,thai,Gram: taam,SPATIAL:ALONG/PATH
843,thai,Gram: paj,preposition (indication DIRECTION to GOAL away from speaker)
844,thai,Gram: Ɂɔ̀ɔk,ALLATIVE (preposition)
845,thai,Gram: càak,ABLATIVE (preposition)
846,thai,Gram: khâŋ,LOCATIVE marker (relational noun)
847,thai,Gram: lăŋ,after'
848,thai,Gram: lăŋ,earlier'
849,thai,Gram: maa,TEMPORAL reference
850,thai,Gram: dâj,PAST
851,tokpisin,Gram: i stap,PROGRESSIVE
852,tokpisin,Gram: ol,PLURAL
853,tokpisin,Gram: bilong,GENITIVE marker ('of')
854,tokpisin,Gram: bai,FUTURE
855,tsakhur,"Gram: -haʔas, -aʔas",CAUSATIVE
856,tsakhur,Gram: -xe-d,INDEFINITE Pronoun marker (here: gender IV)
857,tsakhur,Gram: -s꞊od,OBLIGATION (here: gender IV)
858,tswana,Gram: áχá,CONTINUATIVE aux
