ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
udi-case-adposition,udi,case-adposition,"behind / SPATIAL postposition 'at, near' / DATIVE",,bačːˁaneχun / bel / -a,
udi-possession,udi,possession,TEMPORAL POSSESSION postposition,,kije,
udi-valency-change,udi,valency-change,DECAUSATIVE (here: past tense allomorph) / CAUSATIVE,,-ec- / -d- (-tː- after s),
udi-definiteness,udi,definiteness,INDEFINITE Pronoun marker,,꞊(n)esa,
udi-tense,udi,tense,PRESENT tense / FUTURE (here: 3SG),,-(e)sa / -al=e,
uppersorbian-copulaic,uppersorbian,copulaic,EXISTENTIAL COPULA,,sydać,
uppersorbian-definiteness,uppersorbian,definiteness,INDEFINITE article,,jen,
veps-case-adposition,veps,case-adposition,ABLATIVE Clitic,,=päi,
vincentiancreole-possession,vincentiancreole,possession,GENITIVE marker ('of'),,fo,
wakhi-case-adposition,wakhi,case-adposition,DATIVE suffix,,-ər(k),
warrwa-valency-change,warrwa,valency-change,TRANSITIVE conjugation marker / REFLEXIVE/RECIPROCAL action,,na- / -banyji,
warrwa-case-adposition,warrwa,case-adposition,INSTRUMENTAL,,-ngany,
warrwa-possession,warrwa,possession,inalienable POSSESSION marking (on possessum),,-jina,
xufipamir-case-adposition,xufipamir,case-adposition,LOCATIVE,,-ard,
yaghnobi-tense,yaghnobi,tense,PRESENT TENSE,,=išt,
yaqui-aspect,yaqui,aspect,DURATIVE / CESSATIVE aspect,,-sime / -yaate,
yaqui-modality,yaqui,modality,DESIDERATIVE / indirect DESIDERATIVE / SUBJUNCTIVE,,-bae / -ii'aa / -'ea,
yawuru-possession,yawuru,possession,predicative POSSESSION ('have') / GEN of Animates,,-nga...-ngany / -jina,
yawuru-case-adposition,yawuru,case-adposition,ERGATIVE,,-ni,
yawuru-word-class-change,yawuru,word-class-change,INSTRUMENTAL NOMINALIZER,,-jinaburu,
yucatec-conjunction,yucatec,conjunction,COORDINATOR / 'in order that' / discourse-level conjunction,,"(y)éetel / yo'lal / ts'o'le, ts'o'kole",
yucatec-tense,yucatec,tense,FUTURE / PREDICTIVE FUTURE,,yan / bíin,
yucatec-definiteness,yucatec,definiteness,DEFINITE ARTICLE / INDEFINITE ARTICLE,,"le / hun, un",
yucatec-aspect,yucatec,aspect,IMPERFECTIVE aspect / PROGRESSIVE aspect / TERMINATIVE aspect / PERFECTIVE,,"k / tíin, táan, túun / ts' / t",
yucatec-case-adposition,yucatec,case-adposition,"adposition 'on account of' (preposition) / 'on, above' (preposition) / 'behind' (preposition)",,o'l / óok'ol / t=u paach,
yucatec-noun-classification,yucatec,noun-classification,inanimate object CLASSIFIER,,-p'éel,
yucatec-pronoun-proverb,yucatec,pronoun-proverb,'who' (INTERROGATIVE PRONOUN) / 'what' (INTERROGATIVE PRONOUN),,máax / ba'x,
yucatec-valency-change,yucatec,valency-change,REFLEXIVE ('self') / CAUSATIVE,,báah / ts'a',
yucatec-other,yucatec,other,this' (deictic clitics),,"=la', =a'",
zazaki-other,zazaki,other,“ezâfe” (clitic linking head noun to depending elements),,o,
