ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Type
23030-agata-omor-passive-s,tatjewish,come,*āgata-,,,,
23030-agata-omor-passive-t,tatjewish,passive,omor-,,,,
23015-bavpstanum-bavpstanum-present-s,tatmuslim,copula,(ba-V(PST)-an)=üm,,,,
23015-bavpstanum-bavpstanum-present-t,tatmuslim,present,ba-V(PST)-an=üm,,,,
23052-bil-bil-hortative-s,tatmuslim,leave,(b-)il,,,,
23052-bil-bil-hortative-t,tatmuslim,hortative,(b-)il,,,,
10035-jugar-huga-reciprocalpronoun-s,ternatechabacano,play,jugar,,,,
10035-jugar-huga-reciprocalpronoun-t,ternatechabacano,reciprocalpronoun,hugá,,,,
26013-pen-pen-functional-s,thai,copula,pen,,,,
26013-pen-pen-functional-t,thai,functional,pen,,,,
26014-pen-pen-pipossibility-s,thai,copula,pen,,,,
26014-pen-pen-pipossibility-t,thai,pipossibility,pen,,,,
26015-nan-nan-definite-s,thai,demonstrative,nán,,,,
26015-nan-nan-definite-t,thai,definite,nán,,,,
26006-la-la-beforetemporal-s,thai,backbodypart,lăŋ,,,,
26006-la-la-beforetemporal-t,thai,beforetemporal,lăŋ,,,,
26007-la-la-classifier-s,thai,backbodypart,lăŋ,,,,
26007-la-la-classifier-t,thai,classifier,lăŋ,,,,
26004-la-la-after-s,thai,backbodypart,lăŋ,,,,
26004-la-la-after-t,thai,after,lăŋ,,,,
26017-set-set-completive-s,thai,finish,sèt,,,,
26017-set-set-completive-t,thai,completive,sèt,,,,
26038-yuu-yuu-progressive-s,thai,live,yùu,,,,
26038-yuu-yuu-progressive-t,thai,progressive,yùu,,,,
26019-taam-taam-accordcaseconjunction-s,thai,follow,taam,,,,
26019-taam-taam-accordcaseconjunction-t,thai,accordcaseconjunction,taam,,,,
26027-haj-haj-benefactive-s,thai,give,hâj,,,,
26027-haj-haj-benefactive-t,thai,benefactive,hâj,,,,
26029-haj-haj-recipientcase-s,thai,give,hâj,,,,
26029-haj-haj-recipientcase-t,thai,recipientcase,hâj,,,,
26043-khaa-khakhaa-sidecase-s,thai,side,khâaŋ,,,,
26043-khaa-khakhaa-sidecase-t,thai,sidecase,(khâŋ)khâaŋ,,,,
26044-aw-aw-instrumental-s,thai,take,Ɂaw,,,,
26044-aw-aw-instrumental-t,thai,instrumental,Ɂaw,,,,
26005-la-la-behind-s,thai,backbodypart,lăŋ,,,,
26005-la-la-behind-t,thai,behind,lăŋ,,,,
26001-thy-thy-allative-s,thai,arrive,thy̌ŋ,,,,
26001-thy-thy-allative-t,thai,allative,thy̌ŋ,,,,
26011-maa-maa-allative-s,thai,come,maa,,,,
26011-maa-maa-allative-t,thai,allative,maa,,,,
26020-taam-taam-pathspatialcase-s,thai,follow,taam,,,,
26020-taam-taam-pathspatialcase-t,thai,pathspatialcase,taam,,,,
26034-paj-paj-allative-s,thai,go,paj,,,,
26034-paj-paj-allative-t,thai,allative,paj,,,,
26036-k-k-allative-s,thai,leave,Ɂɔ̀ɔk,,,,
26036-k-k-allative-t,thai,allative,Ɂɔ̀ɔk,,,,
26037-caak-caak-ablativespatial-s,thai,leave,càak,,,,
26037-caak-caak-ablativespatial-t,thai,ablativespatial,càak,,,,
26042-khaa-kha-locative-s,thai,side,khâaŋ,,,,
26042-khaa-kha-locative-t,thai,locative,khâŋ,,,,
26002-thy-thy-untilcaseconjunction-s,thai,arrive,thy̌ŋ,,,,
26002-thy-thy-untilcaseconjunction-t,thai,untilcaseconjunction,thy̌ŋ,,,,
26003-thy-thy-concessiveconjunction-s,thai,arrive,thy̌ŋ,,,,
26003-thy-thy-concessiveconjunction-t,thai,concessiveconjunction,thy̌ŋ,,,,
26009-maa-maa-consecutiveconjunction-s,thai,come,maa,,,,
26009-maa-maa-consecutiveconjunction-t,thai,consecutiveconjunction,maa,,,,
26018-lw-l-sand-s,thai,finish,lɛ̒ɛw,,,,
26018-lw-l-sand-t,thai,sand,lɛ̒Ɂ,,,,
26040-ny-ny-indefinite-s,thai,one,nỳŋ,,,,
26040-ny-ny-indefinite-t,thai,indefinite,nỳŋ,,,,
26021-daj-daj-pipossibility-s,thai,get,dâj,,,,
26021-daj-daj-pipossibility-t,thai,pipossibility,dâj,,,,
26024-daj-daj-dpossibility-s,thai,get,dâj,,,,
26024-daj-daj-dpossibility-t,thai,dpossibility,dâj,,,,
26025-daj-daj-epossibility-s,thai,get,dâj,,,,
26025-daj-daj-epossibility-t,thai,epossibility,dâj,,,,
26026-daj-daj-succeed-s,thai,get,dâj,,,,
26026-daj-daj-succeed-t,thai,succeed,dâj,,,,
26008-luuk-luuk-classifier-s,thai,child,lûuk,,,,
26008-luuk-luuk-classifier-t,thai,classifier,lûuk,,,,
26035-tua-tua-classifier-s,thai,head,tua,,,,
26035-tua-tua-classifier-t,thai,classifier,tua,,,,
26039-khon-khon-classifier-s,thai,man,khon,,,,
26039-khon-khon-classifier-t,thai,classifier,khon,,,,
26045-kh-kh-apossessive-s,thai,thing,khɔ̌ɔŋ,,,,
26045-kh-kh-apossessive-t,thai,apossessive,khɔ̌ɔŋ,,,,
26012-maa-maa-temporalmarker-s,thai,come,maa,,,,
26012-maa-maa-temporalmarker-t,thai,temporalmarker,maa,,,,
26023-daj-daj-past-s,thai,get,dâj,,,,
26023-daj-daj-past-t,thai,past,dâj,,,,
26016-tham-tham-causative-s,thai,do,tham,,,,
26016-tham-tham-causative-t,thai,causative,tham,,,,
26028-haj-haj-causative-s,thai,give,hâj,,,,
26028-haj-haj-causative-t,thai,causative,hâj,,,,
26041-waa-waa-quotative-s,thai,say,wâa,,,,
26041-waa-waa-quotative-t,thai,quotative,wâa,,,,
26010-maa-maa-venitive-s,thai,come,maa,,,,
26010-maa-maa-venitive-t,thai,venitive,maa,,,,
26033-paj-paj-andative-s,thai,go,paj,,,,
26033-paj-paj-andative-t,thai,andative,paj,,,,
26030-haj-haj-purposeconjunction-s,thai,causative,hâj,,,,
26030-haj-haj-purposeconjunction-t,thai,purposeconjunction,hâj,,,,
26031-haj-haj-mannerconjunction-s,thai,causative,hâj,,,,
26031-haj-haj-mannerconjunction-t,thai,mannerconjunction,hâj,,,,
26032-haj-haj-complementizer-s,thai,causative,hâj,,,,
26032-haj-haj-complementizer-t,thai,complementizer,hâj,,,,
10025-stap-istap-progressive-s,tokpisin,copula,stap,,,,
10025-stap-istap-progressive-t,tokpisin,progressive,i stap,,,,
10006-all-ol-plural-s,tokpisin,all,all,,,,
10006-all-ol-plural-t,tokpisin,plural,ol,,,,
10009-belong-bilong-apossessive-s,tokpisin,belong,belong,,,,
10009-belong-bilong-apossessive-t,tokpisin,apossessive,bilong,,,,
10017-byandby-bai-future-s,tokpisin,byandby,by and by,,,,
10017-byandby-bai-future-t,tokpisin,future,bai,,,,
11005-xed-xed-indefinite-s,tsakhur,concessiveconjunction,-xe(-d),,,,
11005-xed-xed-indefinite-t,tsakhur,indefinite,-xe-d,,,,
11029-swod-sod-dnecessity-s,tsakhur,copula,(-s) wo-d,,,,
11029-swod-sod-dnecessity-t,tsakhur,dnecessity,-s꞊od,,,,
11017-haas-haasaas-causative-s,tsakhur,do,haʔas,,,,
11017-haas-haasaas-causative-t,tsakhur,causative,"-haʔas, -aʔas",,,,
19035-nal-nal-habitual-s,tswana,copula,nà (+ lɩ́-),,,,
19035-nal-nal-habitual-t,tswana,habitual,nà lɩ́-,,,,
19038-nna-nna-durative-s,tswana,copula,ńná,,,,
19038-nna-nna-durative-t,tswana,durative,ńná,,,,
19039-ntse-ntse-durative-s,tswana,copula,ńtsé,,,,
19039-ntse-ntse-durative-t,tswana,durative,ńtsé,,,,
19010-k-k-agentcase-s,tswana,copula,kɩ́,,,,
19010-k-k-agentcase-t,tswana,agentcase,kɩ́,,,,
19011-fasal-fasal-ablativetemporal-s,tswana,copula,(fá +) (ɩ́-sà-)lɩ́,,,,
19011-fasal-fasal-ablativetemporal-t,tswana,ablativetemporal,(fá) ɩ́sàlɩ́,,,,
19012-fal-fal-concerncase-s,tswana,copula,(fá +) (!ɩ́-)lɩ́,,,,
19012-fal-fal-concerncase-t,tswana,concerncase,fá !ɩ́lɩ́,,,,
19003---locative-s,tswana,copula,χʊ́-,,,,
19003---locative-t,tswana,locative,χʊ́-,,,,
19034-nal-nal-dnecessity-s,tswana,copula,nà (+ lɩ́-),,,,
19034-nal-nal-dnecessity-t,tswana,dnecessity,nà lɩ́-,,,,
19030-ann-ann-negation-s,tswana,copula,(χà +)...ńnɩ́,,,,
19030-ann-ann-negation-t,tswana,negation,χà...ńnɩ́,,,,
19020-l-l-linker-s,tswana,copula,lɩ́,,,,
19020-l-l-linker-t,tswana,linker,lɩ́,,,,
19041-sal-sal-pastdistant-s,tswana,copula,(sà-)lɩ́,,,,
19041-sal-sal-pastdistant-t,tswana,pastdistant,sàlɩ́,,,,
19063-fa-fa-conditionalconjunction-s,tswana,demonstrative,fá,,,,
19063-fa-fa-conditionalconjunction-t,tswana,conditionalconjunction,fá,,,,
19019-jo-jo-linker-s,tswana,demonstrative,jó,,,,
19019-jo-jo-linker-t,tswana,linker,jó,,,,
19070-moragomra-moragomra-after-s,tswana,backbodypart,morago [mʊ̀ráχʊ́],,,,
19070-moragomra-moragomra-after-t,tswana,after,morago [mʊ̀ráχʊ́],,,,
19023-aa-aa-durative-s,tswana,build,áχá,,,,
19023-aa-aa-durative-t,tswana,durative,áχá,,,,
19024-atisa-atisa-habitual-s,tswana,increase,àtìsà,,,,
19024-atisa-atisa-habitual-t,tswana,habitual,àtìsà,,,,
19028-ba-ba-iterative-s,tswana,return,bʊ́á,,,,
19028-ba-ba-iterative-t,tswana,iterative,bʊ́á,,,,
19031-athl-athl-egressive-s,tswana,spendday,(χa +́)...tɬhɔ̀lɩ́,,,,
19031-athl-athl-egressive-t,tswana,egressive,χá...tɬhɔ̀lɩ́,,,,
19036-nama-nama-durative-s,tswana,spreadstretch,nàmà,,,,
19036-nama-nama-durative-t,tswana,durative,nàmà,,,,
19037-namile-namile-changeofstate-s,tswana,spreadstretch,nàmílé,,,,
19037-namile-namile-changeofstate-t,tswana,changeofstate,nàmílé,,,,
19043-sets-sets-iamitiveprogressive-s,tswana,remain,sétsɩ́,,,,
19043-sets-sets-iamitiveprogressive-t,tswana,iamitiveprogressive,sétsɩ́,,,,
19048-thla-thla-durative-s,tswana,spend,tɬhɔ̀là,,,,
19048-thla-thla-durative-t,tswana,durative,tɬhɔ̀là,,,,
19051-tsamaja-tsamaja-durative-s,tswana,go,tsàmàjà,,,,
19051-tsamaja-tsamaja-durative-t,tswana,durative,tsàmàjà,,,,
19052-tshla-tshla-durative-s,tswana,live,tshɩ́lá,,,,
19052-tshla-tshla-durative-t,tswana,durative,tshɩ́lá,,,,
19009-nga-ka-instrumental-s,tswana,belike,*-ngà,,,,
19009-nga-ka-instrumental-t,tswana,instrumental,ká,,,,
19018-goyakajaka-goyakajaka-accordcaseconjunction-s,tswana,go,(go +) ya ka [χʊ̀-jà ká],,,,
19018-goyakajaka-goyakajaka-accordcaseconjunction-t,tswana,accordcaseconjunction,go ya ka [χʊ̀-jà ká],,,,
19005-fa-fa-locative-s,tswana,here,fá,,,,
19005-fa-fa-locative-t,tswana,locative,fá,,,,
19002-ini--locative-s,tswana,liver,*-įni,,,,
19002-ini--locative-t,tswana,locative,-ŋ̀,,,,
19006-moragomra-moragomra-locative-s,tswana,behindabove,morago [mʊ̀ráχʊ́],,,,
19006-moragomra-moragomra-locative-t,tswana,locative,morago [mʊ̀ráχʊ́],,,,
19015-gosimololasimlla-gosimololasimlla-ablativespatial-s,tswana,begin,(go +) simolola [χʊ̀ -símʊ́lʊ́là],,,,
19015-gosimololasimlla-gosimololasimlla-ablativespatial-t,tswana,ablativespatial,go simolola [χʊ̀ -símʊ́lʊ́là],,,,
19016-gotlogata-gotlogata-ablativespatial-s,tswana,leave,(go +) tloga [χʊ̀-tɬʊ̀χà],,,,
19016-gotlogata-gotlogata-ablativespatial-t,tswana,ablativespatial,go tloga [χʊ̀-tɬʊ̀χà],,,,
19017-gotswatswa-gotswatswa-ablativespatial-s,tswana,come,(go +) tswa [χʊ̀-tswà],,,,
19017-gotswatswa-gotswatswa-ablativespatial-t,tswana,ablativespatial,go tswa [χʊ̀-tswà],,,,
19071-moragomra-moragomra-behind-s,tswana,backbodypart,morago [mʊ̀ráχʊ́],,,,
19071-moragomra-moragomra-behind-t,tswana,behind,morago [mʊ̀ráχʊ́],,,,
19061-r-r-complementizer-s,tswana,say,(χʊ̀-)rɩ̀,,,,
19061-r-r-complementizer-t,tswana,complementizer,χʊ̀rɩ̀,,,,
19062-nga-ka-causeconjunction-s,tswana,belike,*ngà,,,,
19062-nga-ka-causeconjunction-t,tswana,causeconjunction,ká,,,,
19064-fithla-fithla-untilcaseconjunction-s,tswana,come,(χʊ̀-)fìtɬhɛ̀là,,,,
19064-fithla-fithla-untilcaseconjunction-t,tswana,untilcaseconjunction,χʊ̀fìtɬhɛ̀là,,,,
19065-xr-r-purposeconjunction-s,tswana,say,(xʊ̀-)rɩ̀,,,,
19065-xr-r-purposeconjunction-t,tswana,purposeconjunction,χʊ̀rɩ̀,,,,
19066-ta-ta-then-s,tswana,come,tɬà,,,,
19066-ta-ta-then-t,tswana,then,tɬà,,,,
19067-ta-ta-sand-s,tswana,come,ɛ́tá,,,,
19067-ta-ta-sand-t,tswana,sand,ɛ́tá,,,,
19068-kagorekar-kagorekar-causeconjunction-s,tswana,say,(ka go-)re [ká χʊ́rɩ̀],,,,
19068-kagorekar-kagorekar-causeconjunction-t,tswana,causeconjunction,ka gore [ká χʊ́rɩ̀],,,,
19073-tlata-tlata-consecutiveconjunction-s,tswana,come,tla [tɬà],,,,
19073-tlata-tlata-consecutiveconjunction-t,tswana,consecutiveconjunction,-tla [tɬà],,,,
19072-ana-ana-diminutive-s,tswana,child,ŋʷàná,,,,
19072-ana-ana-diminutive-t,tswana,diminutive,-ana,,,,
19007-ngwe-ngwe-other-s,tswana,one,ngwe [ŋʷɩ̀],,,,
19007-ngwe-ngwe-other-t,tswana,other,ngwe [ŋʷɩ̀],,,,
19022-nga-ka-epossibility-s,tswana,belike,*ngà,,,,
19022-nga-ka-epossibility-t,tswana,epossibility,-ká,,,,
19026-bata-bata-dnecessity-s,tswana,want,bàtɬà,,,,
19026-bata-bata-dnecessity-t,tswana,dnecessity,bàtɬà,,,,
19054-tshwanets-tshwanets-dnecessity-s,tswana,suit,tshwánétsɩ́,,,,
19054-tshwanets-tshwanets-dnecessity-t,tswana,dnecessity,tshwánétsɩ́,,,,
19075-rata-ratarata-bnecessity-s,tswana,love,rátá,,,,
19075-rata-ratarata-bnecessity-t,tswana,bnecessity,rátá [rátá],,,,
19059-ana-ana-negation-s,tswana,refuse,χáná,,,,
19059-ana-ana-negation-t,tswana,negation,χáná,,,,
19008-ngwe-ngwe-some-s,tswana,one,ngwe [ŋʷɩ̀],,,,
19008-ngwe-ngwe-some-t,tswana,some,ngwe [ŋʷɩ̀],,,,
19029-dikile-dikile-past-s,tswana,surroundrevolve,díkílé,,,,
19029-dikile-dikile-past-t,tswana,past,díkílé,,,,
19032-lets-lets-pastnear-s,tswana,spendnight,létsɩ́,,,,
19032-lets-lets-pastnear-t,tswana,pastnear,létsɩ́,,,,
19042-satswa-satswa-pastnear-s,tswana,gooutcomefrom,(sá-)tswá,,,,
19042-satswa-satswa-pastnear-t,tswana,pastnear,sátswá,,,,
19045-taadika-taadika-future-s,tswana,surround,(tɬàà-)díká,,,,
19045-taadika-taadika-future-t,tswana,future,tɬàà-díká,,,,
19046-taalala-taalala-futurenear-s,tswana,spendnight,(tɬàà-)lálá,,,,
19046-taalala-taalala-futurenear-t,tswana,futurenear,tɬàà-lálá,,,,
19047-taatsa-taatsa-futurenear-s,tswana,get,(tɬàà-)tsʊ́χá,,,,
19047-taatsa-taatsa-futurenear-t,tswana,futurenear,tɬàà-tsʊ́χá,,,,
19056-tsile-tsile-pastnear-s,tswana,get,tsʊ́χílé,,,,
19056-tsile-tsile-pastnear-t,tswana,pastnear,tsʊ́χílé,,,,
19053-tshana-tshana-mirative-s,tswana,fear,tshʊ̀χànà,,,,
19053-tshana-tshana-mirative-t,tswana,mirative,tshʊ̀χànà,,,,
19025-bata-bata-imminence-s,tswana,want,bàtɬà,,,,
19025-bata-bata-imminence-t,tswana,imminence,bàtɬà,,,,
19027-batile-batile-avertive-s,tswana,want,bàtɬílé,,,,
19027-batile-batile-avertive-t,tswana,avertive,bàtɬílé,,,,
19033-lsetsa-lsetsa-imminence-s,tswana,struggle,lʊ̀sètsà,,,,
19033-lsetsa-lsetsa-imminence-t,tswana,imminence,lʊ̀sètsà,,,,
19040-ratile-ratile-avertive-s,tswana,want,rátílé,,,,
19040-ratile-ratile-avertive-t,tswana,avertive,rátílé,,,,
19044-skile-skile-avertive-s,tswana,lookfor,sɩ́ŋ́kílé,,,,
19044-skile-skile-avertive-t,tswana,avertive,sɩ́ŋ́kílé,,,,
19049-ta-ta-imminence-s,tswana,leave,tɬʊ̀χà,,,,
19049-ta-ta-imminence-t,tswana,imminence,tɬʊ̀χà,,,,
19050-tsamala-tsamala-imminence-s,tswana,walk,tsàmàɛ̀là,,,,
19050-tsamala-tsamala-imminence-t,tswana,imminence,tsàmàɛ̀là,,,,
19055-tsile-tsile-imminence-s,tswana,come,tsìlé,,,,
19055-tsile-tsile-imminence-t,tswana,imminence,tsìlé,,,,
19057-ja-ja-imminence-s,tswana,go,jà,,,,
19057-ja-ja-imminence-t,tswana,imminence,jà,,,,
19074-rata-ratarata-avertive-s,tswana,love,rátá,,,,
19074-rata-ratarata-avertive-t,tswana,avertive,rátá [rátá],,,,
19013-fas-fas-except-s,tswana,copulanegative,(fá +) (!ɩ́-)sɩ́,,,,
19013-fas-fas-except-t,tswana,except,fá !ɩ́sɩ́,,,,
19014-s-s-replacive-s,tswana,copulanegative,(ɩ́-)sɩ̀(-ŋ́),,,,
19014-s-s-replacive-t,tswana,replacive,ɩ́sɩ̀ŋ́,,,,
19058-s-s-negation-s,tswana,copulanegative,*sɩ̀,,,,
19058-s-s-negation-t,tswana,negation,-sɩ̀,,,,
19004-a-a-locative-s,tswana,apossessive,χá-,,,,
19004-a-a-locative-t,tswana,locative,χá-,,,,
19001-bo-bo-plural-s,tswana,apossessive,bó-,,,,
19001-bo-bo-plural-t,tswana,plural,bó-,,,,
19021-baa-aa-linker-s,tswana,apossessive,bá-χá-,,,,
19021-baa-aa-linker-t,tswana,linker,-áχá-,,,,
19060---relativizer-s,tswana,interrogativeproform,ɩ̀ŋ́,,,,
19060---relativizer-t,tswana,relativizer,-ŋ́,,,,
13009-lexica-esy-past-s,tundranenets,copula,*lexi(-ca),,,,
13009-lexica-esy-past-t,tundranenets,past,-e-sy⁰,,,,
13006-a-e-finiteness-s,tundranenets,copula,a-,,,,
13006-a-e-finiteness-t,tundranenets,finiteness,-e-,,,,
13013-keti-syiq-personalpronoun-s,tundranenets,skin,*keti,,,,
13013-keti-syiq-personalpronoun-t,tundranenets,personalpronoun,syiq-,,,,
13023-pixt-pida-personalpronoun-s,tundranenets,body,*pixətə,,,,
13023-pixt-pida-personalpronoun-t,tundranenets,personalpronoun,pida,,,,
13017-kektakakta-q-dual-s,tundranenets,two,"*kektä, *käktä",,,,
13017-kektakakta-q-dual-t,tundranenets,dual,-q,,,,
13016-w-w-agreement-s,tundranenets,apossessive,-w⁰,,,,
13016-w-w-agreement-t,tundranenets,agreement,-w⁰,,,,
13012-k-q-imperative-s,tundranenets,nominalizer,*-k,,,,
13012-k-q-imperative-t,tundranenets,imperative,-q,,,,
6003-hane-ha-definite-s,tuscarora,demonstrative,há:ne:',,,,
6003-hane-ha-definite-t,tuscarora,definite,ha',,,,
11034-baksun-baksun-epossibility-s,udi,copula,baksun,,,,
11034-baksun-baksun-epossibility-t,udi,epossibility,baksun,,,,
11053-bacaneun-bacaneun-behind-s,udi,backbodypart,bačːˁan(-eχun),,,,
11053-bacaneun-bacaneun-behind-t,udi,behind,bačːˁaneχun,,,,
11057-bul-bel-sidespatialcase-s,udi,head,bul,,,,
11057-bul-bel-sidespatialcase-t,udi,sidespatialcase,bel,,,,
11035-eki-eki-hortative-s,udi,come,ek(-i),,,,
11035-eki-eki-hortative-t,udi,hortative,ek-i,,,,
11058-barta-barta-dpossibility-s,udi,leave,barta,,,,
11058-barta-barta-dpossibility-t,udi,dpossibility,barta,,,,
11056-kije-kije-hpossessive-s,udi,hand,kije,,,,
11056-kije-kije-hpossessive-t,udi,hpossessive,kije,,,,
11021-igesowniesun-ec-anticausative-s,udi,go,iġesown (/iʁesun/),,,,
11021-igesowniesun-ec-anticausative-t,udi,anticausative,-ec-,,,,
11018-d-dtafters-causative-s,udi,give,*d- (?),,,,
11018-d-dtafters-causative-t,udi,causative,-d- (-tː- after s),,,,
11008-nesa-nesa-indefinite-s,udi,conditional,(=(n)e)=sa,,,,
11008-nesa-nesa-indefinite-t,udi,indefinite,꞊(n)esa,,,,
11001-a-a-recipientcase-s,udi,inspatial,*-a,,,,
11001-a-a-recipientcase-t,udi,recipientcase,-a,,,,
11027-esa-esa-present-s,udi,infinitive,-es(-a),,,,
11027-esa-esa-present-t,udi,present,-(e)sa,,,,
11031-ale-ale-future-s,udi,nominalizer,-al(=e),,,,
11031-ale-ale-future-t,udi,future,-al=e,,,,
8026-sydac-sydac-exist-s,uppersorbian,set,sydać,,,,
8026-sydac-sydac-exist-t,uppersorbian,exist,sydać,,,,
8002-jen-jen-indefinite-s,uppersorbian,one,jen,,,,
8002-jen-jen-indefinite-t,uppersorbian,indefinite,jen,,,,
13020-paa-pai-ablativespatial-s,veps,head,*pää,,,,
13020-paa-pai-ablativespatial-t,veps,ablativespatial,=päi,,,,
10008-for-fo-apossessive-s,vincentiancreole,benefactive,for,,,,
10008-for-fo-apossessive-t,vincentiancreole,apossessive,fo,,,,
23003-arda-rk-recipientcase-s,wakhi,side,*arda,,,,
23003-arda-rk-recipientcase-t,wakhi,recipientcase,-ər(k),,,,
12006-na-na-transitivizer-s,warrwa,agreement,*na-,,,,
12006-na-na-transitivizer-t,warrwa,transitivizer,na-,,,,
12008-ngany-ngany-instrumental-s,warrwa,comitative,*-ngany,,,,
12008-ngany-ngany-instrumental-t,warrwa,instrumental,-ngany,,,,
12010-banji-banyji-reflexive-s,warrwa,exchange,*-banji,,,,
12010-banji-banyji-reflexive-t,warrwa,reflexive,-banyji,,,,
12003-jina-jina-apossessive-s,warrwa,personalpronoun,jina,,,,
12003-jina-jina-apossessive-t,warrwa,apossessive,-jina,,,,
23063-arda-ard-locative-s,xufipamir,side,*arda-,,,,
23063-arda-ard-locative-t,xufipamir,locative,-ard,,,,
23021-hista-ist-present-s,yaghnobi,stand,*hišta-,,,,
23021-hista-ist-present-t,yaghnobi,present,=išt,,,,
20021-sime-sime-durative-s,yaqui,go,sime,,,,
20021-sime-sime-durative-t,yaqui,durative,-sime,,,,
20025-yaate-yaate-cessativeaspect-s,yaqui,ceasestop,yaate,,,,
20025-yaate-yaate-cessativeaspect-t,yaqui,cessativeaspect,-yaate,,,,
20022-bae-bae-desiderativemood-s,yaqui,wishto,bae,,,,
20022-bae-bae-desiderativemood-t,yaqui,desiderativemood,-bae,,,,
20023-hiia-iiaa-desiderativemood-s,yaqui,say,híia,,,,
20023-hiia-iiaa-desiderativemood-t,yaqui,desiderativemood,-ii'aa,,,,
20024-ea-ea-subjunctive-s,yaqui,thinkdesireintendtoplanto,ea,,,,
20024-ea-ea-subjunctive-t,yaqui,subjunctive,-'ea,,,,
12014-ngangany-ngangany-hpossessive-s,yawuru,copula,-nga (-ngany),,,,
12014-ngangany-ngangany-hpossessive-t,yawuru,hpossessive,-nga...-ngany,,,,
12001-nima-ni-ergative-s,yawuru,demonstrative,*nima,,,,
12001-nima-ni-ergative-t,yawuru,ergative,-ni,,,,
12009-jinaburu-jinaburu-nominalizer-s,yawuru,place,(jina-) buru,,,,
12009-jinaburu-jinaburu-nominalizer-t,yawuru,nominalizer,-jinaburu,,,,
12002-jina-jina-apossessive-s,yawuru,personalpronoun,jina,,,,
12002-jina-jina-apossessive-t,yawuru,apossessive,-jina,,,,
3016-eteleetel-yeetel-npand-s,yucatec,comitative,"etel, éetel",,,,
3016-eteleetel-yeetel-npand-t,yucatec,npand,(y)éetel,,,,
3012-yaan-yan-future-s,yucatec,exist,yaan,,,,
3012-yaan-yan-future-t,yucatec,future,yan,,,,
3002-lay-le-definite-s,yucatec,demonstrative,lay,,,,
3002-lay-le-definite-t,yucatec,definite,le,,,,
3009-lic-k-imperfective-s,yucatec,thistimespan,lic,,,,
3009-lic-k-imperfective-t,yucatec,imperfective,k,,,,
3010-taaninau-tiintaantuun-progressive-s,yucatec,front,táan (+ in/a/u),,,,
3010-taaninau-tiintaantuun-progressive-t,yucatec,progressive,"tíin, táan, túun",,,,
3011-tsok-ts-egressive-s,yucatec,finish,ts'o'k,,,,
3011-tsok-ts-egressive-t,yucatec,egressive,ts',,,,
3013-ti-t-perfective-s,yucatec,there,ti',,,,
3013-ti-t-perfective-t,yucatec,perfective,t,,,,
3005-ookol-ol-causecase-s,yucatec,top,óok'ol,,,,
3005-ookol-ol-causecase-t,yucatec,causecase,o'l,,,,
3004-ookol-ookol-upspatial-s,yucatec,top,óok'ol,,,,
3004-ookol-ookol-upspatial-t,yucatec,upspatial,óok'ol,,,,
3018-tupaach-tupaach-behind-s,yucatec,backbodypart,(t=u) paach,,,,
3018-tupaach-tupaach-behind-t,yucatec,behind,t=u paach,,,,
3015-oklal-yolal-purposeconjunction-s,yucatec,reason,ok'lal,,,,
3015-oklal-yolal-purposeconjunction-t,yucatec,purposeconjunction,yo'lal,,,,
3017-tsokole-tsoletsokole-sand-s,yucatec,finish,ts'o'k(-ol-e'),,,,
3017-tsokole-tsoletsokole-sand-t,yucatec,sand,"ts'o'le, ts'o'kole",,,,
3003-hun-hunun-indefinite-s,yucatec,one,hun,,,,
3003-hun-hunun-indefinite-t,yucatec,indefinite,"hun, un",,,,
3001-pel-peel-classifier-s,yucatec,shellshuck,p'el,,,,
3001-pel-peel-classifier-t,yucatec,classifier,-p'éel,,,,
3008-maakx-maax-interrogativeproform-s,yucatec,personhumanbeing,máak(-x),,,,
3008-maakx-maax-interrogativeproform-t,yucatec,interrogativeproform,máax,,,,
3020-balx-bax-interrogativeproform-s,yucatec,thing,ba'l(-x),,,,
3020-balx-bax-interrogativeproform-t,yucatec,interrogativeproform,ba'x,,,,
3014-bin-biin-future-s,yucatec,go,bin,,,,
3014-bin-biin-future-t,yucatec,future,bíin,,,,
3007-bah-baah-reflexive-s,yucatec,counterpart,bah,,,,
3007-bah-baah-reflexive-t,yucatec,reflexive,báah,,,,
3019-tsa-tsa-causative-s,yucatec,give,ts'a',,,,
3019-tsa-tsa-causative-t,yucatec,causative,ts'a',,,,
3006-la-laa-proximalspatial-s,yucatec,proximalspatial,la,,,,
3006-la-laa-proximalspatial-t,yucatec,proximalspatial,"=la', =a'",,,,
23039-awa-o-linker-s,zazaki,demonstrative,*awa-,,,,
23039-awa-o-linker-t,zazaki,linker,o,,,,
