ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Type
23055-kam-kvm-future-s,abyanei,love,*kām-,,,,
23055-kam-kvm-future-t,abyanei,future,kVm-,,,,
10031-done-done-completive-s,africanamericanvernacularenglish,do,done,,,,
10031-done-done-completive-t,africanamericanvernacularenglish,completive,done,,,,
11024-naa-naanajanaanaaanaaja-perfectaspect-s,aghul,copula,(-na) a,,,,
11024-naa-naanajanaanaaanaaja-perfectaspect-t,aghul,perfectaspect,"-naa, -naja, -na a, -na aa, -na aja",,,,
11004-ejcin-jcin-indefinite-s,aghul,copula,ejči(n),,,,
11004-ejcin-jcin-indefinite-t,aghul,indefinite,jči(n),,,,
11032-sij-sij-irrealis-s,aghul,copula,(-s) ij,,,,
11032-sij-sij-irrealis-t,aghul,irrealis,-sij,,,,
11022-nae-ne-past-s,aghul,copula,(-na) e,,,,
11022-nae-ne-past-t,aghul,past,-ne,,,,
11054-jaq-jaq-durative-s,aghul,do,(-j) aq'-,,,,
11054-jaq-jaq-durative-t,aghul,durative,(-j) aq'-,,,,
11002-qqaj-qaj-comitative-s,aghul,possess,(-q) qaj,,,,
11002-qqaj-qaj-comitative-t,aghul,comitative,-qaj,,,,
11047-gah-gunaganaguni-subordinator-s,aghul,time,gah,,,,
11047-gah-gunaganaguni-subordinator-t,aghul,subordinator,"-guna, -gana, -guni",,,,
11003-sa-sa-indefinite-s,aghul,one,sa,,,,
11003-sa-sa-indefinite-t,aghul,indefinite,sa,,,,
11007-kancira-kancira-indefinite-s,aghul,want,kːanči꞊ra,,,,
11007-kancira-kancira-indefinite-t,aghul,indefinite,kːanči꞊ra,,,,
11039-ajaaje-aj-evidentialreported-s,aghul,say,"ʁaja, ʁaje",,,,
11039-ajaaje-aj-evidentialreported-t,aghul,evidentialreported,-ʁaj,,,,
11060-sara-sara-other-s,aghul,one,sa(-ra),,,,
11060-sara-sara-other-t,aghul,other,sara,,,,
11061-sa-sa-same-s,aghul,one,sa,,,,
11061-sa-sa-same-t,aghul,same,sa,,,,
11059-sa-sa-only-s,aghul,one,sa,,,,
11059-sa-sa-only-t,aghul,only,sa,,,,
11055-aqas-aqas-proverb-s,aghul,do,(a)q'as,,,,
11055-aqas-aqas-proverb-t,aghul,proverb,(a)q'as,,,,
11015-aqas-aqas-causative-s,aghul,do,(a)q'as,,,,
11015-aqas-aqas-causative-t,aghul,causative,(a)q'as,,,,
11041-ciag-cugcukcuq-verificative-s,aghul,see,(-či) agʷ-,,,,
11041-ciag-cugcukcuq-verificative-t,aghul,verificative,"-čug-, -čuk'-, -čuq'-",,,,
11009-ra-ra-pronounnegation-s,aghul,also,=ra,,,,
11009-ra-ra-pronounnegation-t,aghul,pronounnegation,=ra,,,,
11014-ra-ra-collectivenumeral-s,aghul,also,꞊ra,,,,
11014-ra-ra-collectivenumeral-t,aghul,collectivenumeral,꞊ra,,,,
11045-q-qqaquqi-iterative-s,aghul,behind,q-,,,,
11045-q-qqaquqi-iterative-t,aghul,iterative,"q-, qa-, qu-, qi",,,,
10036-onge-onge-reflexive-s,angolar,body,onge,,,,
10036-onge-onge-reflexive-t,angolar,reflexive,onge,,,,
11052-eqen-eqen-allative-s,archi,arrive,eq'(-en),,,,
11052-eqen-eqen-allative-t,archi,allative,eq'en,,,,
11037-os-os-epossibility-s,archi,find,χos,,,,
11037-os-os-epossibility-t,archi,epossibility,χos,,,,
11012-bosdub-bosdub-ordinalnumeral-s,archi,say,-bosdub,,,,
11012-bosdub-bosdub-ordinalnumeral-t,archi,ordinalnumeral,-bosdub,,,,
11040-ak-k-verificative-s,archi,see,akː-,,,,
11040-ak-k-verificative-t,archi,verificative,-kː-,,,,
17001-loka-log-plural-s,awadhi,peopleworld,loka,,,,
17001-loka-log-plural-t,awadhi,plural,log,,,,
1013-qka-qka-habitual-s,ayacuchoquechua,copula,(-q) ka,,,,
1013-qka-qka-habitual-t,ayacuchoquechua,habitual,-q ka,,,,
1025-huk-huk-other-s,ayacuchoquechua,one,huk,,,,
1025-huk-huk-other-t,ayacuchoquechua,other,huk,,,,
1015-na-na-dnecessity-s,ayacuchoquechua,nominalizer,-na,,,,
1015-na-na-dnecessity-t,ayacuchoquechua,dnecessity,-na,,,,
23009-ya-i-definite-s,bactrian,relativizer,*ya-,,,,
23009-ya-i-definite-t,bactrian,definite,i,,,,
24006-mian-men-relativizer-s,balantak,person,mian,,,,
24006-mian-men-relativizer-t,balantak,relativizer,men,,,,
23034-vinfaa-vinfaa-progressive-s,balochi,copula,(V(INF)-ā) ã,,,,
23034-vinfaa-vinfaa-progressive-t,balochi,progressive,V(INF)-ā ã,,,,
23033-vinfiint-vinfiint-dnecessity-s,balochi,copula,(V(INF)-ī) int,,,,
23033-vinfiint-vinfiint-dnecessity-t,balochi,dnecessity,V(INF)-ī int,,,,
23032-vinfia-vinfia-future-s,balochi,copula,(V(INF)-ī) ą,,,,
23032-vinfia-vinfia-future-t,balochi,future,V(INF)-ī ą,,,,
23029-aiagata-ayat-changeofstate-s,balochi,come,*āi- / *āgata-,,,,
23029-aiagata-ayat-changeofstate-t,balochi,changeofstate,"āy-, āt",,,,
23045-syuta-sut-changeofstate-s,balochi,go,*šyuta-,,,,
23045-syuta-sut-changeofstate-t,balochi,changeofstate,šut,,,,
23051-hrsta-ist-completive-s,balochi,leave,*hršta-,,,,
23051-hrsta-ist-completive-t,balochi,completive,išt,,,,
23064-nest-nest-completive-s,balochi,sit,nešt,,,,
23064-nest-nest-completive-t,balochi,completive,nešt,,,,
23065-zurzirzurtzurt-zurzirzurtzurt-completive-s,balochi,take,"zūr-, zīr- / zurt, zūrt",,,,
23065-zurzirzurtzurt-zurzirzurtzurt-completive-t,balochi,completive,"zūr-, zīr- / zurt, zūrt",,,,
23050-sarah-sar-upspatial-s,balochi,head,*sarah-,,,,
23050-sarah-sar-upspatial-t,balochi,upspatial,sar,,,,
23026-prsta-pust-behind-s,balochi,backbodypart,*pršta-,,,,
23026-prsta-pust-behind-t,balochi,behind,pušt,,,,
23060-wacyayati-gusi-evidential-s,balochi,say,*wačy(-ayati),,,,
23060-wacyayati-gusi-evidential-t,balochi,evidential,guš-ī,,,,
23061-wacyayati-si-evidential-s,balochi,say,*wačy(-ayati),,,,
23061-wacyayati-si-evidential-t,balochi,evidential,šī,,,,
23053-bil-bil-dpossibility-s,balochi,leave,(b-)il,,,,
23053-bil-bil-dpossibility-t,balochi,dpossibility,(b-)il,,,,
23068-lot-lot-dnecessity-s,balochi,want,lōṭ-,,,,
23068-lot-lot-dnecessity-t,balochi,dnecessity,lōṭ-,,,,
23059-aiwa-e-singulativenumber-s,balochi,one,*aiwa-,,,,
23059-aiwa-e-singulativenumber-t,balochi,singulativenumber,=ē,,,,
23044-syuta-su-changeofstate-s,balochieastern,go,*šyuta-,,,,
23044-syuta-su-changeofstate-t,balochieastern,changeofstate,šuθ,,,,
23062-wacyanti-gusant-evidential-s,balochiwestern,say,*wačy(-anti),,,,
23062-wacyanti-gusant-evidential-t,balochiwestern,evidential,guš-an(t),,,,
23028-aiagataki-ayatki-futurenear-s,balochiwestern,come,*āi- / *āgata- (+ ki),,,,
23028-aiagataki-ayatki-futurenear-t,balochiwestern,futurenear,"āy-, āt (ki)",,,,
18029-ye-ye-completive-s,bambara,benefactive,yé,,,,
18029-ye-ye-completive-t,bambara,completive,yé,,,,
18057-ni-ni-conditionalconjunction-s,bambara,comitative,ní,,,,
18057-ni-ni-conditionalconjunction-t,bambara,conditionalconjunction,ní,,,,
18041-ka-ka-hortative-s,bambara,benefactive,ká,,,,
18041-ka-ka-hortative-t,bambara,hortative,ká,,,,
18033-ban-ban-already-s,bambara,finish,bán,,,,
18033-ban-ban-already-t,bambara,already,bán,,,,
18035-sin-sin-changeofstate-s,bambara,moveforward,sín,,,,
18035-sin-sin-changeofstate-t,bambara,changeofstate,sín,,,,
18037-segin-segin-iterative-s,bambara,return,sègín,,,,
18037-segin-segin-iterative-t,bambara,iterative,sègín,,,,
18038-to-to-durative-s,bambara,remain,tó,,,,
18038-to-to-durative-t,bambara,durative,tó,,,,
18039-tila-tila-eventually-s,bambara,separateescape,tílá,,,,
18039-tila-tila-eventually-t,bambara,eventually,tílá,,,,
18012-bolo-bolo-abstractpostposition-s,bambara,hand,bóló,,,,
18012-bolo-bolo-abstractpostposition-t,bambara,abstractpostposition,bóló,,,,
18020-kab-kab-ablativetemporal-s,bambara,comefrom,kà bɔ́,,,,
18020-kab-kab-ablativetemporal-t,bambara,ablativetemporal,kà bɔ́,,,,
18081-bolo-bolo-agentcase-s,bambara,hand,bóló,,,,
18081-bolo-bolo-agentcase-t,bambara,agentcase,bóló,,,,
18016-kun-kun-upspatial-s,bambara,head,kǔn,,,,
18016-kun-kun-upspatial-t,bambara,upspatial,kǔn,,,,
18011-c-c-between-s,bambara,waistmiddle,cɛ́,,,,
18011-c-c-between-t,bambara,between,cɛ́,,,,
18013-k-k-behind-s,bambara,backbodypart,kɔ́,,,,
18013-k-k-behind-t,bambara,behind,kɔ́,,,,
18014-kn-kn-inspatial-s,bambara,belly,kɔ́nɔ́,,,,
18014-kn-kn-inspatial-t,bambara,inspatial,kɔ́nɔ́,,,,
18017---frontcase-s,bambara,eyeface,ɲɛ́,,,,
18017---frontcase-t,bambara,frontcase,ɲɛ́,,,,
18021-kataa-kataa-allative-s,bambara,go,(ka)̀ táa,,,,
18021-kataa-kataa-allative-t,bambara,allative,kà táa,,,,
18059-sabu-sabu-causeconjunction-s,bambara,cause,sábú,,,,
18059-sabu-sabu-causeconjunction-t,bambara,causeconjunction,sábú,,,,
18067-ko-ko-similativeconjunction-s,bambara,say,ko,,,,
18067-ko-ko-similativeconjunction-t,bambara,similativeconjunction,ko,,,,
18070-to-d-indefinite-s,bambara,one,*to,,,,
18070-to-d-indefinite-t,bambara,indefinite,dɔ́,,,,
18077-den-nin-diminutive-s,bambara,child,dén,,,,
18077-den-nin-diminutive-t,bambara,diminutive,-nin,,,,
18073-to-d-other-s,bambara,one,*to,,,,
18073-to-d-other-t,bambara,other,dɔ́,,,,
18074-kelen-kelen-same-s,bambara,one,kélén,,,,
18074-kelen-kelen-same-t,bambara,same,kélén,,,,
18063-dan-dan-only-s,bambara,limit,dǎn,,,,
18063-dan-dan-only-t,bambara,only,dǎn,,,,
18042-kana-kana-prohibitive-s,bambara,come,kànâ,,,,
18042-kana-kana-prohibitive-t,bambara,prohibitive,kànâ,,,,
18043-se-se-epossibility-s,bambara,reach,sé,,,,
18043-se-se-epossibility-t,bambara,epossibility,sé,,,,
18044-kan-kan-dnecessity-s,bambara,beequal,kán,,,,
18044-kan-kan-dnecessity-t,bambara,dnecessity,kán,,,,
18076-se-se-pipossibility-s,bambara,arrive,sé,,,,
18076-se-se-pipossibility-t,bambara,pipossibility,sé,,,,
18008-si-si-indefinitepronounnegative-s,bambara,kind,sí,,,,
18008-si-si-indefinitepronounnegative-t,bambara,indefinitepronounnegative,sí,,,,
18068-muso-muso-female-s,bambara,woman,mùsó,,,,
18068-muso-muso-female-t,bambara,female,mùsó,,,,
18085-c-k-male-s,bambara,man,cɛ̌,,,,
18085-c-k-male-t,bambara,male,-kɛ,,,,
18069-kelen-kelen-only-s,bambara,one,kélén,,,,
18069-kelen-kelen-only-t,bambara,only,kélén,,,,
18072-kelen-kelen-only-s,bambara,one,kélén,,,,
18072-kelen-kelen-only-t,bambara,only,kélén,,,,
18082-bolo-bolo-hpossessive-s,bambara,hand,bóló,,,,
18082-bolo-bolo-hpossessive-t,bambara,hpossessive,bóló,,,,
18022-atigi-atigi-personalpronoun-s,bambara,owner,(à +) tìgî,,,,
18022-atigi-atigi-personalpronoun-t,bambara,personalpronoun,à tìgî,,,,
18026-gn-gn-reciprocalpronoun-s,bambara,thelikeof,ɲɔ̀gɔ́n,,,,
18026-gn-gn-reciprocalpronoun-t,bambara,reciprocalpronoun,ɲɔ́gɔ́n,,,,
18071-to-d-indefinitepronoun-s,bambara,one,*to,,,,
18071-to-d-indefinitepronoun-t,bambara,indefinitepronoun,dɔ́,,,,
18075-fnofn-feoofe-indefinitepronoun-s,bambara,thing,fɛ́n ô fɛ́n,,,,
18075-fnofn-feoofe-indefinitepronoun-t,bambara,indefinitepronoun,féŋóofèŋ,,,,
18048-na-na-future-s,bambara,come,nǎ,,,,
18048-na-na-future-t,bambara,future,ná,,,,
18024-da-la-causative-s,bambara,mouth,dá,,,,
18024-da-la-causative-t,bambara,causative,lá-,,,,
18025-bila-bila-causative-s,bambara,leave,bìlá,,,,
18025-bila-bila-causative-t,bambara,causative,bìlá,,,,
18036-ini-ini-imminence-s,bambara,want,ɲíní,,,,
18036-ini-ini-imminence-t,bambara,imminence,ɲíní,,,,
18055-sani-sani-beforetemporal-s,bambara,beforetemporal,sání,,,,
18055-sani-sani-beforetemporal-t,bambara,beforetemporal,sání,,,,
18053-kabini-kabini-temporalmarker-s,bambara,ablativetemporal,kàbíní,,,,
18053-kabini-kabini-temporalmarker-t,bambara,temporalmarker,kàbíní,,,,
12007-ngany-nga-applicative-s,bardi,comitative,*-ngany,,,,
12007-ngany-nga-applicative-t,bardi,applicative,-ng(a),,,,
12016-jina-jina-copula-s,bardi,personalpronoun,jina,,,,
12016-jina-jina-copula-t,bardi,copula,jina,,,,
10012-com-kung-patientcase-s,bataviacreole,comitative,com,,,,
10012-com-kung-patientcase-t,bataviacreole,patientcase,kung,,,,
10022-ja-dja-perfective-s,bataviacreole,already,ja,,,,
10022-ja-dja-perfective-t,bataviacreole,perfective,dja,,,,
5030-ek-ek-concessiveconjunction-s,beja,conditionalconjunction,=eːk,,,,
5030-ek-ek-concessiveconjunction-t,beja,concessiveconjunction,=eːk,,,,
5008-awa-wa-perfectaspect-s,beja,copula,(-a:)=wa,,,,
5008-awa-wa-perfectaspect-t,beja,perfectaspect,=wa,,,,
5009-ak-ak-perfectaspect-s,beja,copula,ak,,,,
5009-ak-ak-perfectaspect-t,beja,perfectaspect,ak,,,,
5022-t-t-relativizer-s,beja,indefinite,=t,,,,
5022-t-t-relativizer-t,beja,relativizer,=t,,,,
5023-ti-ti-relativizer-s,beja,definite,ti=,,,,
5023-ti-ti-relativizer-t,beja,relativizer,ti=,,,,
5024-web-web-relativizer-s,beja,indefinite,w= + =e:b,,,,
5024-web-web-relativizer-t,beja,relativizer,w= + =e:b,,,,
5006-ani-ani-imperfective-s,beja,say,a-ni,,,,
5006-ani-ani-imperfective-t,beja,imperfective,-ani,,,,
5010-harabaj-harabaj-durative-s,beja,go,(harʔa +) baj,,,,
5010-harabaj-harabaj-durative-t,beja,durative,harʔa baj,,,,
5011-ba-ba-egressive-s,beja,liedown,bʔa,,,,
5011-ba-ba-egressive-t,beja,egressive,bʔa,,,,
5027-ebhadid-ebhadid-untilcaseconjunction-s,beja,limit,(=eːb) hadiːd,,,,
5027-ebhadid-ebhadid-untilcaseconjunction-t,beja,untilcaseconjunction,(=eːb) hadiːd,,,,
5028-ebokik-ebokik-untilcaseconjunction-s,beja,equivalent,(=eːb) oː=kiːk,,,,
5028-ebokik-ebokik-untilcaseconjunction-t,beja,untilcaseconjunction,(=eːb) oː=kiːk,,,,
5033-geb-geb-sidecase-s,beja,side,geːb,,,,
5033-geb-geb-sidecase-t,beja,sidecase,geːb,,,,
5037-beti-beti-allative-s,beja,go,beːti,,,,
5037-beti-beti-allative-t,beja,allative,beːti,,,,
5014-na-na-complementizer-s,beja,thing,na,,,,
5014-na-na-complementizer-t,beja,complementizer,na,,,,
5025-hob-hob-subordinator-s,beja,time,hoːb,,,,
5025-hob-hob-subordinator-t,beja,subordinator,=hoːb,,,,
5026-dor-dor-subordinator-s,beja,turntime,doːr,,,,
5026-dor-dor-subordinator-t,beja,subordinator,doːr,,,,
5032-mijad-mijad-purposeconjunction-s,beja,say,mi-jaːd,,,,
5032-mijad-mijad-purposeconjunction-t,beja,purposeconjunction,mi-jaːd,,,,
5017-di-di-emphatic-s,beja,do,dʔi,,,,
5017-di-di-emphatic-t,beja,emphatic,dʔi-,,,,
5018-ah-nin-emphatic-s,beja,take,ah,,,,
5018-ah-nin-emphatic-t,beja,emphatic,-ni:n,,,,
5036-en-en-discoursemarker-s,beja,say,eːn,,,,
5036-en-en-discoursemarker-t,beja,discoursemarker,eːn,,,,
5012-di-d-bnecessity-s,beja,say,di,,,,
5012-di-d-bnecessity-t,beja,bnecessity,-d-,,,,
5013-j-j-epossibility-s,beja,come,jʔ,,,,
5013-j-j-epossibility-t,beja,epossibility,"ø, jʔ",,,,
5019-rib-rib-negation-s,beja,refuse,rib,,,,
5019-rib-rib-negation-t,beja,negation,rib,,,,
5002-iknaji-iknaji-intensifier-s,beja,owner,(i=)kna(=ji),,,,
5002-iknaji-iknaji-intensifier-t,beja,intensifier,(i=)kna(=ji),,,,
5003-ikna-ikna-intensifier-s,beja,owner,(i=)kna,,,,
5003-ikna-ikna-intensifier-t,beja,intensifier,(i=)kna,,,,
5020-as-as-upspatial-s,beja,beup,ʔas,,,,
5020-as-as-upspatial-t,beja,upspatial,ʔas,,,,
5004-ikna-ikna-apossessive-s,beja,owner,(i=)kna,,,,
5004-ikna-ikna-apossessive-t,beja,apossessive,(i=)kna,,,,
5001-baruk-baruk-personalpronoun-s,beja,possession,bar(-uːk),,,,
5001-baruk-baruk-personalpronoun-t,beja,personalpronoun,baruːk,,,,
5005-gali-gali-indefinitepronoun-s,beja,one,gali,,,,
5005-gali-gali-indefinitepronoun-t,beja,indefinitepronoun,gali,,,,
5038-na-na-interrogativeproform-s,beja,thing,naː,,,,
5038-na-na-interrogativeproform-t,beja,interrogativeproform,naː,,,,
5015-di-di-future-s,beja,say,di,,,,
5015-di-di-future-t,beja,future,di,,,,
5016-gad-gad-futurenear-s,beja,stop,gad,,,,
5016-gad-gad-futurenear-t,beja,futurenear,gad,,,,
5007-hi-hi-applicative-s,beja,give,hi,,,,
5007-hi-hi-applicative-t,beja,applicative,hi,,,,
5021-onmarii-onmarii-venitive-s,beja,direction,(o:n +) mari(-i),,,,
5021-onmarii-onmarii-venitive-t,beja,venitive,o:n mari(-i),,,,
5034-han-han-squestion-s,beja,also,han,,,,
5034-han-han-squestion-t,beja,squestion,han,,,,
5029-uk-uk-conditionalconjunction-s,beja,apossessive,=uːk,,,,
5029-uk-uk-conditionalconjunction-t,beja,conditionalconjunction,=uːk,,,,
5035-hok-hokhok-intensifier-s,beja,personalpronoun,hoːk,,,,
5035-hok-hokhok-intensifier-t,beja,intensifier,"hoːk, =hoːk",,,,
5031-dhaj-dhaj-purposeconjunction-s,beja,allative,dhaːj,,,,
5031-dhaj-dhaj-purposeconjunction-t,beja,purposeconjunction,dhaːj,,,,
17036-vrtta-tho-classifier-s,bhojpuri,turnedhappened,vr̥tta (?),,,,
17036-vrtta-tho-classifier-t,bhojpuri,classifier,t̩ho,,,,
17002-manusya-man-plural-s,bhojpuri,man,manus̩ya,,,,
17002-manusya-man-plural-t,bhojpuri,plural,man,,,,
17003-sab-sab-plural-s,bhojpuri,all,sab,,,,
17003-sab-sab-plural-t,bhojpuri,plural,sab,,,,
17016-vrt-bat-present-s,bhojpuri,turn,vr̥t,,,,
17016-vrt-bat-present-t,bhojpuri,present,bāt̩,,,,
17017-rahna-rahna-past-s,bhojpuri,stay,rahnā,,,,
17017-rahna-rahna-past-t,bhojpuri,past,rahnā,,,,
10029-finish-finis-completive-s,bislama,finish,finish,,,,
10029-finish-finis-completive-t,bislama,completive,finis,,,,
1029-tiya-tiya-copula-s,bolivianquechua,sit,tiya-,,,,
1029-tiya-tiya-copula-t,bolivianquechua,copula,tiya-,,,,
21041-vivere-viver-habitual-s,brazilianportuguese,live,vivere,,,,
21041-vivere-viver-habitual-t,brazilianportuguese,habitual,viver,,,,
11019-i-vowelchangeinstemlowbackvtohighfrontv-causative-s,budugh,do,*ʔi-,,,,
11019-i-vowelchangeinstemlowbackvtohighfrontv-causative-t,budugh,causative,vowel change in stem (low back V to high front V),,,,
8010-xoste-ste-future-s,bulgarian,want,xošte,,,,
8010-xoste-ste-future-t,bulgarian,future,šte,,,,
8016-da-da-irrealis-s,bulgarian,modalparticlesuspensionofassertiveness,da,,,,
8016-da-da-irrealis-t,bulgarian,irrealis,da,,,,
21045-acabar-acabar-completive-s,catalan,finish,acabar,,,,
21045-acabar-acabar-completive-t,catalan,completive,acabar,,,,
21047-ire-ir-past-s,catalan,go,ire,,,,
21047-ire-ir-past-t,catalan,past,ir,,,,
21035-anar-anar-andative-s,catalan,go,anar,,,,
21035-anar-anar-andative-t,catalan,andative,anar,,,,
6009-ta-ta-future-s,cherokee,hither,ta-,,,,
6009-ta-ta-future-t,cherokee,future,t(a)-,,,,
23042-krnawkrta-k-epossibility-s,chorasmian,do,*krnaw- / *krta-,,,,
23042-krnawkrta-k-epossibility-t,chorasmian,epossibility,=k,,,,
10034-mate-matii-reciprocalpronoun-s,creolese,mate,mate,,,,
10034-mate-matii-reciprocalpronoun-t,creolese,reciprocalpronoun,matii,,,,
8015-da-da-complementizer-s,croatianserbian,modalparticlesuspensionofassertiveness,da,,,,
8015-da-da-complementizer-t,croatianserbian,complementizer,da,,,,
8012-nemoci-nemoj-prohibitive-s,croatianserbian,pipossibilitynegative,(ne +) moći,,,,
8012-nemoci-nemoj-prohibitive-t,croatianserbian,prohibitive,nemoj,,,,
8020-dostat-dostat-passive-s,czech,get,dostat,,,,
8020-dostat-dostat-passive-t,czech,passive,dostat,,,,
17035-so-so-relativizer-s,dakhinihindi,demonstrative,so,,,,
17035-so-so-relativizer-t,dakhinihindi,relativizer,so,,,,
17005-atmana-apan-inclusive-s,dakhinihindi,soulbodycentre,atmāna,,,,
17005-atmana-apan-inclusive-t,dakhinihindi,inclusive,āpan,,,,
17037-bolke-bolke-quotative-s,dakhinihindi,speak,bolke,,,,
17037-bolke-bolke-quotative-t,dakhinihindi,quotative,bolke,,,,
10015-para-p-recipientcase-s,diuindoportuguese,benefactive,para,,,,
10015-para-p-recipientcase-t,diuindoportuguese,recipientcase,pə,,,,
10007-tudo-tud-plural-s,diuindoportuguese,all,tudo,,,,
10007-tudo-tud-plural-t,diuindoportuguese,plural,tud,,,,
10010-deel-del-apossessive-s,diuindoportuguese,personalpronoun,(de-)él,,,,
10010-deel-del-apossessive-t,diuindoportuguese,apossessive,del,,,,
23014-bai-be-future-s,earlyjudeopersian,andative,*bai,,,,
23014-bai-be-future-t,earlyjudeopersian,future,be-,,,,
10023-there-de-progressive-s,earlysranan,there,there,,,,
10023-there-de-progressive-t,earlysranan,progressive,de,,,,
13010-na-na-ergative-s,eastkhantic,locative,-na,,,,
13010-na-na-ergative-t,eastkhantic,ergative,-na,,,,
1016-qri-gri-associatedmotion-s,ecuadorianquichua,go,(-q) ri-,,,,
1016-qri-gri-associatedmotion-t,ecuadorianquichua,associatedmotion,-gri-,,,,
15006-khi-khi-npand-s,emai,copula,khì,,,,
15006-khi-khi-npand-t,emai,npand,khì,,,,
15008-gbe-gbe-momentative-s,emai,hit,gbe,,,,
15008-gbe-gbe-momentative-t,emai,momentative,gbe,,,,
15005-oti-oti-down-s,emai,groundsoil,òtɔ̀ì,,,,
15005-oti-oti-down-t,emai,down,òtɔ̀ì,,,,
15011-baa-baa-adhesive-s,emai,joinaddto,baa,,,,
15011-baa-baa-adhesive-t,emai,adhesive,baa,,,,
15017-so-so-spatialterminative-s,emai,joincollide,so,,,,
15017-so-so-spatialterminative-t,emai,spatialterminative,so,,,,
15007-ye-ye-allative-s,emai,movetowardscome,ye,,,,
15007-ye-ye-allative-t,emai,allative,ye,,,,
15012-ze-ze-inspatial-s,emai,includewithin,ze,,,,
15012-ze-ze-inspatial-t,emai,inspatial,ze,,,,
15026-kpa-kpa-same-s,emai,one,ɔ̀kpá,,,,
15026-kpa-kpa-same-t,emai,same,ɔ̀kpá,,,,
15003-kpa-kpa-only-s,emai,one,ɔ̀kpá,,,,
15003-kpa-kpa-only-t,emai,only,ɔ̀kpá,,,,
15019-deeegbe-degbe-deliberativemood-s,emai,lowerbodyduckdown,dee égbè,,,,
15019-deeegbe-degbe-deliberativemood-t,emai,deliberativemood,degbè,,,,
15022-daaab-dab-bnecessity-s,emai,raisehands,daa ábɔ̀,,,,
15022-daaab-dab-bnecessity-t,emai,bnecessity,dabɔ̀,,,,
15014-fghoo-feeghoo-bnecessitynegative-s,emai,inspecttaste,fɛɛ ghoo,,,,
15014-fghoo-feeghoo-bnecessitynegative-t,emai,bnecessitynegative,fee ghoo,,,,
15025-mhe-mhe-male-s,emai,man,ɔ́mɔ̀hè,,,,
15025-mhe-mhe-male-t,emai,male,ɔ́mɔ̀hè,,,,
15029-okposo-okposo-female-s,emai,woman,òkpòsò,,,,
15029-okposo-okposo-female-t,emai,female,òkpòsò,,,,
15009-gn-gn-inclinative-s,emai,becomebentbowed,gɔn,,,,
15009-gn-gn-inclinative-t,emai,inclinative,gɔn,,,,
15010-khuan-khuan-pensilative-s,emai,suspend,khuan,,,,
15010-khuan-khuan-pensilative-t,emai,pensilative,khuan,,,,
15018-deob-dob-intensifier-s,emai,fortifyhand,de óbɔ̀,,,,
15018-deob-dob-intensifier-t,emai,intensifier,dobɔ̀,,,,
15024-uhunmi-uhunmi-uppermostposition-s,emai,head,úhùnmì,,,,
15024-uhunmi-uhunmi-uppermostposition-t,emai,uppermostposition,úhùnmì,,,,
15004-kin-kin-inside-s,emai,belly,ɛ́kɛ́ìn,,,,
15004-kin-kin-inside-t,emai,inside,ɛ́kɛ́ìn,,,,
15001-egbe-egbe-reciprocalpronoun-s,emai,body,égbè,,,,
15001-egbe-egbe-reciprocalpronoun-t,emai,reciprocalpronoun,égbè,,,,
15023-u-u-proverb-s,emai,do,u,,,,
15023-u-u-proverb-t,emai,proverb,u,,,,
15028-emi-emi-indefinitepronoun-s,emai,thing,émì,,,,
15028-emi-emi-indefinitepronoun-t,emai,indefinitepronoun,émì,,,,
15021-zemi-zemi-absolutequantitative-s,emai,choosethings,zɛ émì,,,,
15021-zemi-zemi-absolutequantitative-t,emai,absolutequantitative,zemi,,,,
15013-gbe-gbe-excessive-s,emai,accumulate,gbe,,,,
15013-gbe-gbe-excessive-t,emai,excessive,gbe,,,,
15002-egbe-egbe-reflexive-s,emai,body,égbè,,,,
15002-egbe-egbe-reflexive-t,emai,reflexive,égbè,,,,
15027-r-r-causative-s,emai,take,rɛ,,,,
15027-r-r-causative-t,emai,causative,rɛ,,,,
15016-bakun-bakun-frustrative-s,emai,stalkinvain,ba kun,,,,
15016-bakun-bakun-frustrative-t,emai,frustrative,ba kun,,,,
15015-re-re-venitive-s,emai,arrive,re,,,,
15015-re-re-venitive-t,emai,venitive,re,,,,
15020-gba-gba-adverbializer-s,emai,tie,gba,,,,
15020-gba-gba-adverbializer-t,emai,adverbializer,gba,,,,
13019-kaasa-ga-comitative-s,estonian,togetherwith,kaasa,,,,
13019-kaasa-ga-comitative-t,estonian,comitative,=ga,,,,
13015-vat-vat-evidential-s,estonian,adjectivizer,-va(-t),,,,
13015-vat-vat-evidential-t,estonian,evidential,-va(-t),,,,
9021-da-da-imperative-s,even,purposeconjunction,-dA,,,,
9021-da-da-imperative-t,even,imperative,-dA,,,,
9016-di-d-progressive-s,even,go,d'i-,,,,
9016-di-d-progressive-t,even,progressive,-d'-,,,,
9001-doo-du-recipientcase-s,even,inside,doo,,,,
9001-doo-du-recipientcase-t,even,recipientcase,-du,,,,
9010-gi-gili-comitative-s,even,side,*gi-,,,,
9010-gi-gili-comitative-t,even,comitative,-gi.li,,,,
9012-ga-ga-designativecase-s,even,take,ga-,,,,
9012-ga-ga-designativecase-t,even,designativecase,-gA,,,,
9011-la-la-locative-s,even,place,*la,,,,
9011-la-la-locative-t,even,locative,-lA,,,,
